types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/Organization108008335,http://dbpedia.org/resource/Nublu_Club,NuBlu,93,0,0.9999999999999574,0.0,2,8,== Biography == | === KUDU ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Nublu_Club,NuBlu,93,0,0.9999999999999574,0.0,2,8,== Biography == | === KUDU ===
http://dbpedia.org/class/yago/Association108049401,http://dbpedia.org/resource/Nublu_Club,NuBlu,93,0,0.9999999999999574,0.0,2,8,== Biography == | === KUDU ===
http://dbpedia.org/class/yago/Club108227214,http://dbpedia.org/resource/Nublu_Club,NuBlu,93,0,0.9999999999999574,0.0,2,8,== Biography == | === KUDU ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Nublu_Club,NuBlu,93,0,0.9999999999999574,0.0,2,8,== Biography == | === KUDU ===
http://dbpedia.org/class/yago/WikicatJazzClubs,http://dbpedia.org/resource/Nublu_Club,NuBlu,93,0,0.9999999999999574,0.0,2,8,== Biography == | === KUDU ===
http://dbpedia.org/class/yago/SocialGroup107950920,http://dbpedia.org/resource/Nublu_Club,NuBlu,93,0,0.9999999999999574,0.0,2,8,== Biography == | === KUDU ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Nublu_Club,NuBlu,93,0,0.9999999999999574,0.0,2,8,== Biography == | === KUDU ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Nublu_Club,NuBlu,93,0,0.9999999999999574,0.0,2,8,== Biography == | === KUDU ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Nublu_Club,NuBlu,93,0,0.9999999999999574,0.0,2,8,== Biography == | === KUDU ===
