types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Scots_language,Modern Scots,4820,0,0.8638818508258784,0.1575657007309402,0,10,== Works == | === Books ===
http://dbpedia.org/ontology/Language,http://dbpedia.org/resource/Scots_language,Modern Scots,4820,0,0.8638818508258784,0.1575657007309402,0,10,== Works == | === Books ===
http://dbpedia.org/class/yago/WikicatAnglo-FrisianLanguages,http://dbpedia.org/resource/Scots_language,Modern Scots,4820,0,0.8638818508258784,0.1575657007309402,0,10,== Works == | === Books ===
http://dbpedia.org/ontology/Grape,http://dbpedia.org/resource/Scots_language,Modern Scots,4820,0,0.8638818508258784,0.1575657007309402,0,10,== Works == | === Books ===
http://dbpedia.org/class/yago/WikicatWestGermanicLanguages,http://dbpedia.org/resource/Scots_language,Modern Scots,4820,0,0.8638818508258784,0.1575657007309402,0,10,== Works == | === Books ===
http://dbpedia.org/class/yago/Word106286395,http://dbpedia.org/resource/Scots_language,Modern Scots,4820,0,0.8638818508258784,0.1575657007309402,0,10,== Works == | === Books ===
http://dbpedia.org/class/yago/WikicatLanguages,http://dbpedia.org/resource/Scots_language,Modern Scots,4820,0,0.8638818508258784,0.1575657007309402,0,10,== Works == | === Books ===
http://dbpedia.org/class/yago/WikicatLanguagesOfIreland,http://dbpedia.org/resource/Scots_language,Modern Scots,4820,0,0.8638818508258784,0.1575657007309402,0,10,== Works == | === Books ===
http://dbpedia.org/class/yago/WikicatLanguagesOfScotland,http://dbpedia.org/resource/Scots_language,Modern Scots,4820,0,0.8638818508258784,0.1575657007309402,0,10,== Works == | === Books ===
http://dbpedia.org/class/yago/WikicatLanguagesOfTheNetherlands,http://dbpedia.org/resource/Scots_language,Modern Scots,4820,0,0.8638818508258784,0.1575657007309402,0,10,== Works == | === Books ===
http://dbpedia.org/class/yago/WikicatLanguagesOfTheUnitedKingdom,http://dbpedia.org/resource/Scots_language,Modern Scots,4820,0,0.8638818508258784,0.1575657007309402,0,10,== Works == | === Books ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Scots_language,Modern Scots,4820,0,0.8638818508258784,0.1575657007309402,0,10,== Works == | === Books ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Scots_language,Modern Scots,4820,0,0.8638818508258784,0.1575657007309402,0,10,== Works == | === Books ===
http://dbpedia.org/class/yago/Form106290637,http://dbpedia.org/resource/Scots_language,Modern Scots,4820,0,0.8638818508258784,0.1575657007309402,0,10,== Works == | === Books ===
http://dbpedia.org/class/yago/Language106282651,http://dbpedia.org/resource/Scots_language,Modern Scots,4820,0,0.8638818508258784,0.1575657007309402,0,10,== Works == | === Books ===
http://dbpedia.org/class/yago/LanguageUnit106284225,http://dbpedia.org/resource/Scots_language,Modern Scots,4820,0,0.8638818508258784,0.1575657007309402,0,10,== Works == | === Books ===
http://dbpedia.org/class/yago/Part113809207,http://dbpedia.org/resource/Scots_language,Modern Scots,4820,0,0.8638818508258784,0.1575657007309402,0,10,== Works == | === Books ===
http://dbpedia.org/class/yago/Relation100031921,http://dbpedia.org/resource/Scots_language,Modern Scots,4820,0,0.8638818508258784,0.1575657007309402,0,10,== Works == | === Books ===
http://dbpedia.org/class/yago/WikicatEnglishLanguages,http://dbpedia.org/resource/Scots_language,Modern Scots,4820,0,0.8638818508258784,0.1575657007309402,0,10,== Works == | === Books ===
http://dbpedia.org/class/yago/WikicatFormsOfEnglish,http://dbpedia.org/resource/Scots_language,Modern Scots,4820,0,0.8638818508258784,0.1575657007309402,0,10,== Works == | === Books ===
http://dbpedia.org/class/yago/WikicatGermanicLanguages,http://dbpedia.org/resource/Scots_language,Modern Scots,4820,0,0.8638818508258784,0.1575657007309402,0,10,== Works == | === Books ===
http://dbpedia.org/class/yago/WikicatSubject–verb–objectLanguages,http://dbpedia.org/resource/Scots_language,Modern Scots,4820,0,0.8638818508258784,0.1575657007309402,0,10,== Works == | === Books ===
