types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/I_Love...,I Love The...,35,54,1.0,0.0,6,26,== History == | === Post-breakup ===
http://dbpedia.org/class/yago/WikicatBBCTelevisionProgrammes,http://dbpedia.org/resource/I_Love...,I Love The...,35,54,1.0,0.0,6,26,== History == | === Post-breakup ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/I_Love...,I Love The...,35,54,1.0,0.0,6,26,== History == | === Post-breakup ===
http://dbpedia.org/class/yago/Announcement106746580,http://dbpedia.org/resource/I_Love...,I Love The...,35,54,1.0,0.0,6,26,== History == | === Post-breakup ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/I_Love...,I Love The...,35,54,1.0,0.0,6,26,== History == | === Post-breakup ===
http://dbpedia.org/class/yago/Message106598915,http://dbpedia.org/resource/I_Love...,I Love The...,35,54,1.0,0.0,6,26,== History == | === Post-breakup ===
http://dbpedia.org/class/yago/Program106748466,http://dbpedia.org/resource/I_Love...,I Love The...,35,54,1.0,0.0,6,26,== History == | === Post-breakup ===
http://dbpedia.org/class/yago/Statement106722453,http://dbpedia.org/resource/I_Love...,I Love The...,35,54,1.0,0.0,6,26,== History == | === Post-breakup ===
