types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Cotillion,Cotillions,144,50,1.0,1.549826204666984e-18,0,44,== Reception and reputation == | === Honors ===
http://dbpedia.org/ontology/Agent,http://dbpedia.org/resource/Cotillion,Cotillions,144,50,1.0,1.549826204666984e-18,0,44,== Reception and reputation == | === Honors ===
http://dbpedia.org/ontology/RecordLabel,http://dbpedia.org/resource/Cotillion,Cotillions,144,50,1.0,1.549826204666984e-18,0,44,== Reception and reputation == | === Honors ===
