types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Counterpoint,Kontrapunkt,1977,52,0.999994762472556,5.2375544798929305e-06,0,26,== Works == | === Theoretical writings ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Counterpoint,Kontrapunkt,1977,52,0.999994762472556,5.2375544798929305e-06,0,26,== Works == | === Theoretical writings ===
http://dbpedia.org/ontology/RecordLabel,http://dbpedia.org/resource/Counterpoint,Kontrapunkt,1977,52,0.999994762472556,5.2375544798929305e-06,0,26,== Works == | === Theoretical writings ===
