types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Place,http://dbpedia.org/resource/Bottleneck_(K2),Bottleneck,50,50,0.89206380568435,0.09872340425532,4,3,== Biography == | === Life and career ===
http://dbpedia.org/ontology/SocietalEvent,http://dbpedia.org/resource/Guitares_au_Palais,Guitares au Palais,3,33,1.0,0.0,0,5,== Biography == | === Live performances ===
http://umbel.org/umbel/rc/Festival,http://dbpedia.org/resource/Guitares_au_Palais,Guitares au Palais,3,33,1.0,0.0,0,5,== Biography == | === Live performances ===
http://dbpedia.org/class/yago/WikicatMusicFestivalsInFrance,http://dbpedia.org/resource/Guitares_au_Palais,Guitares au Palais,3,33,1.0,0.0,0,5,== Biography == | === Live performances ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Guitares_au_Palais,Guitares au Palais,3,33,1.0,0.0,0,5,== Biography == | === Live performances ===
http://dbpedia.org/class/yago/Festival115162388,http://dbpedia.org/resource/Guitares_au_Palais,Guitares au Palais,3,33,1.0,0.0,0,5,== Biography == | === Live performances ===
http://dbpedia.org/class/yago/FundamentalQuantity113575869,http://dbpedia.org/resource/Guitares_au_Palais,Guitares au Palais,3,33,1.0,0.0,0,5,== Biography == | === Live performances ===
http://dbpedia.org/class/yago/Measure100033615,http://dbpedia.org/resource/Guitares_au_Palais,Guitares au Palais,3,33,1.0,0.0,0,5,== Biography == | === Live performances ===
http://dbpedia.org/class/yago/TimePeriod115113229,http://dbpedia.org/resource/Guitares_au_Palais,Guitares au Palais,3,33,1.0,0.0,0,5,== Biography == | === Live performances ===
