types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatDanceAwards,http://dbpedia.org/resource/Isadora_Duncan_Dance_Awards,Isadora Duncan Dance Awards,24,114,1.0,0.0,1,20,== Awards == | === SoVoSó ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Isadora_Duncan_Dance_Awards,Isadora Duncan Dance Awards,24,114,1.0,0.0,1,20,== Awards == | === SoVoSó ===
http://dbpedia.org/class/yago/Award106696483,http://dbpedia.org/resource/Isadora_Duncan_Dance_Awards,Isadora Duncan Dance Awards,24,114,1.0,0.0,1,20,== Awards == | === SoVoSó ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Isadora_Duncan_Dance_Awards,Isadora Duncan Dance Awards,24,114,1.0,0.0,1,20,== Awards == | === SoVoSó ===
http://dbpedia.org/class/yago/Signal106791372,http://dbpedia.org/resource/Isadora_Duncan_Dance_Awards,Isadora Duncan Dance Awards,24,114,1.0,0.0,1,20,== Awards == | === SoVoSó ===
http://dbpedia.org/class/yago/Symbol106806469,http://dbpedia.org/resource/Isadora_Duncan_Dance_Awards,Isadora Duncan Dance Awards,24,114,1.0,0.0,1,20,== Awards == | === SoVoSó ===
