types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Le_donne_vendicate,Le donne vendicate,5,0,0.999999999999602,0.0,0,76,== Selected works == | === Intermezzo libretti ===
http://dbpedia.org/class/yago/WikicatItalian-languageOperas,http://dbpedia.org/resource/Le_donne_vendicate,Le donne vendicate,5,0,0.999999999999602,0.0,0,76,== Selected works == | === Intermezzo libretti ===
http://dbpedia.org/ontology/Play,http://dbpedia.org/resource/Le_donne_vendicate,Le donne vendicate,5,0,0.999999999999602,0.0,0,76,== Selected works == | === Intermezzo libretti ===
http://dbpedia.org/class/yago/Writing106362953,http://dbpedia.org/resource/Le_donne_vendicate,Le donne vendicate,5,0,0.999999999999602,0.0,0,76,== Selected works == | === Intermezzo libretti ===
http://dbpedia.org/class/yago/WrittenCommunication106349220,http://dbpedia.org/resource/Le_donne_vendicate,Le donne vendicate,5,0,0.999999999999602,0.0,0,76,== Selected works == | === Intermezzo libretti ===
http://dbpedia.org/class/yago/WikicatLibrettiByCarloGoldoni,http://dbpedia.org/resource/Le_donne_vendicate,Le donne vendicate,5,0,0.999999999999602,0.0,0,76,== Selected works == | === Intermezzo libretti ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Le_donne_vendicate,Le donne vendicate,5,0,0.999999999999602,0.0,0,76,== Selected works == | === Intermezzo libretti ===
http://dbpedia.org/class/yago/AuditoryCommunication107109019,http://dbpedia.org/resource/Le_donne_vendicate,Le donne vendicate,5,0,0.999999999999602,0.0,0,76,== Selected works == | === Intermezzo libretti ===
http://dbpedia.org/class/yago/ClassicalMusic107025900,http://dbpedia.org/resource/Le_donne_vendicate,Le donne vendicate,5,0,0.999999999999602,0.0,0,76,== Selected works == | === Intermezzo libretti ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Le_donne_vendicate,Le donne vendicate,5,0,0.999999999999602,0.0,0,76,== Selected works == | === Intermezzo libretti ===
http://dbpedia.org/class/yago/DramaticComposition107007684,http://dbpedia.org/resource/Le_donne_vendicate,Le donne vendicate,5,0,0.999999999999602,0.0,0,76,== Selected works == | === Intermezzo libretti ===
http://dbpedia.org/class/yago/ExpressiveStyle107066659,http://dbpedia.org/resource/Le_donne_vendicate,Le donne vendicate,5,0,0.999999999999602,0.0,0,76,== Selected works == | === Intermezzo libretti ===
http://dbpedia.org/class/yago/Libretto107012025,http://dbpedia.org/resource/Le_donne_vendicate,Le donne vendicate,5,0,0.999999999999602,0.0,0,76,== Selected works == | === Intermezzo libretti ===
http://dbpedia.org/class/yago/Music107020895,http://dbpedia.org/resource/Le_donne_vendicate,Le donne vendicate,5,0,0.999999999999602,0.0,0,76,== Selected works == | === Intermezzo libretti ===
http://dbpedia.org/class/yago/MusicGenre107071942,http://dbpedia.org/resource/Le_donne_vendicate,Le donne vendicate,5,0,0.999999999999602,0.0,0,76,== Selected works == | === Intermezzo libretti ===
http://dbpedia.org/class/yago/Opera107026352,http://dbpedia.org/resource/Le_donne_vendicate,Le donne vendicate,5,0,0.999999999999602,0.0,0,76,== Selected works == | === Intermezzo libretti ===
http://dbpedia.org/class/yago/Script107009946,http://dbpedia.org/resource/Le_donne_vendicate,Le donne vendicate,5,0,0.999999999999602,0.0,0,76,== Selected works == | === Intermezzo libretti ===
http://dbpedia.org/class/yago/Wikicat1763Operas,http://dbpedia.org/resource/Le_donne_vendicate,Le donne vendicate,5,0,0.999999999999602,0.0,0,76,== Selected works == | === Intermezzo libretti ===
http://dbpedia.org/class/yago/WikicatOperas,http://dbpedia.org/resource/Le_donne_vendicate,Le donne vendicate,5,0,0.999999999999602,0.0,0,76,== Selected works == | === Intermezzo libretti ===
http://dbpedia.org/class/yago/WikicatOperasByNiccolòPiccinni,http://dbpedia.org/resource/Le_donne_vendicate,Le donne vendicate,5,0,0.999999999999602,0.0,0,76,== Selected works == | === Intermezzo libretti ===
