types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/University_of_Illinois_Urbana-Champaign,Champaign,11423,124,0.9884683613436834,0.0082772948928299,0,24,== Biography == | === 2010s ===
http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,http://dbpedia.org/resource/University_of_Illinois_Urbana-Champaign,Champaign,11423,124,0.9884683613436834,0.0082772948928299,0,24,== Biography == | === 2010s ===
http://dbpedia.org/ontology/University,http://dbpedia.org/resource/University_of_Illinois_Urbana-Champaign,Champaign,11423,124,0.9884683613436834,0.0082772948928299,0,24,== Biography == | === 2010s ===
