types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Organisation,http://dbpedia.org/resource/Hada_Chauhan,hada,68,47,0.9999983738689628,9.844675806692011e-07,0,50,== Selected list of works == | === Film scores ===
http://dbpedia.org/class/yago/WikicatRajputClans,http://dbpedia.org/resource/Hada_Chauhan,hada,68,47,0.9999983738689628,9.844675806692011e-07,0,50,== Selected list of works == | === Film scores ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Hada_Chauhan,hada,68,47,0.9999983738689628,9.844675806692011e-07,0,50,== Selected list of works == | === Film scores ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Hada_Chauhan,hada,68,47,0.9999983738689628,9.844675806692011e-07,0,50,== Selected list of works == | === Film scores ===
http://dbpedia.org/class/yago/Kin107969695,http://dbpedia.org/resource/Hada_Chauhan,hada,68,47,0.9999983738689628,9.844675806692011e-07,0,50,== Selected list of works == | === Film scores ===
http://dbpedia.org/class/yago/SocialGroup107950920,http://dbpedia.org/resource/Hada_Chauhan,hada,68,47,0.9999983738689628,9.844675806692011e-07,0,50,== Selected list of works == | === Film scores ===
