types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Remand_(detention),pre-trial detention,794,68,0.9999999990520791,0.0,2,61,== Legal problems == | === Imprisonment ===
http://dbpedia.org/ontology/Election,http://dbpedia.org/resource/Remand_(detention),pre-trial detention,794,68,0.9999999990520791,0.0,2,61,== Legal problems == | === Imprisonment ===
http://dbpedia.org/class/yago/WikicatLawEnforcementAgencyPowers,http://dbpedia.org/resource/Remand_(detention),pre-trial detention,794,68,0.9999999990520791,0.0,2,61,== Legal problems == | === Imprisonment ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Remand_(detention),pre-trial detention,794,68,0.9999999990520791,0.0,2,61,== Legal problems == | === Imprisonment ===
http://dbpedia.org/class/yago/Attribute100024264,http://dbpedia.org/resource/Remand_(detention),pre-trial detention,794,68,0.9999999990520791,0.0,2,61,== Legal problems == | === Imprisonment ===
http://dbpedia.org/class/yago/Power105190804,http://dbpedia.org/resource/Remand_(detention),pre-trial detention,794,68,0.9999999990520791,0.0,2,61,== Legal problems == | === Imprisonment ===
http://dbpedia.org/class/yago/Quality104723816,http://dbpedia.org/resource/Remand_(detention),pre-trial detention,794,68,0.9999999990520791,0.0,2,61,== Legal problems == | === Imprisonment ===
