types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Bebe_and_Louis_Barron,Bebe Barron,63,125,1.0,0.0,2,6,== Career == | === Recording ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Bebe_and_Louis_Barron,Bebe Barron,63,125,1.0,0.0,2,6,== Career == | === Recording ===
http://dbpedia.org/ontology/MusicalArtist,http://dbpedia.org/resource/Bebe_and_Louis_Barron,Bebe Barron,63,125,1.0,0.0,2,6,== Career == | === Recording ===
