types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Mammal,http://dbpedia.org/resource/Mogera,Mogera,51,21,0.9999999896419354,0.0,0,11,== Discography == | === As guest ===
http://dbpedia.org/ontology/Insect,http://dbpedia.org/resource/Mogera,Mogera,51,21,0.9999999896419354,0.0,0,11,== Discography == | === As guest ===
http://umbel.org/umbel/rc/Mammal,http://dbpedia.org/resource/Mogera,Mogera,51,21,0.9999999896419354,0.0,0,11,== Discography == | === As guest ===
http://dbpedia.org/class/yago/WikicatMammalsOfAsia,http://dbpedia.org/resource/Mogera,Mogera,51,21,0.9999999896419354,0.0,0,11,== Discography == | === As guest ===
http://dbpedia.org/class/yago/Animal100015388,http://dbpedia.org/resource/Mogera,Mogera,51,21,0.9999999896419354,0.0,0,11,== Discography == | === As guest ===
http://dbpedia.org/class/yago/Chordate101466257,http://dbpedia.org/resource/Mogera,Mogera,51,21,0.9999999896419354,0.0,0,11,== Discography == | === As guest ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Mogera,Mogera,51,21,0.9999999896419354,0.0,0,11,== Discography == | === As guest ===
http://dbpedia.org/class/yago/Mammal101861778,http://dbpedia.org/resource/Mogera,Mogera,51,21,0.9999999896419354,0.0,0,11,== Discography == | === As guest ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Mogera,Mogera,51,21,0.9999999896419354,0.0,0,11,== Discography == | === As guest ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Mogera,Mogera,51,21,0.9999999896419354,0.0,0,11,== Discography == | === As guest ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Mogera,Mogera,51,21,0.9999999896419354,0.0,0,11,== Discography == | === As guest ===
http://dbpedia.org/class/yago/Vertebrate101471682,http://dbpedia.org/resource/Mogera,Mogera,51,21,0.9999999896419354,0.0,0,11,== Discography == | === As guest ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Mogera,Mogera,51,21,0.9999999896419354,0.0,0,11,== Discography == | === As guest ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Jay_Azzolina,Jay Azzolina,13,18,0.9999960755344246,0.0,0,21,== Discography == | === As guest ===
http://dbpedia.org/class/yago/WikicatAmericanJazzGuitarists,http://dbpedia.org/resource/Jay_Azzolina,Jay Azzolina,13,18,0.9999960755344246,0.0,0,21,== Discography == | === As guest ===
http://dbpedia.org/ontology/MusicalArtist,http://dbpedia.org/resource/Jay_Azzolina,Jay Azzolina,13,18,0.9999960755344246,0.0,0,21,== Discography == | === As guest ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Jay_Azzolina,Jay Azzolina,13,18,0.9999960755344246,0.0,0,21,== Discography == | === As guest ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Jay_Azzolina,Jay Azzolina,13,18,0.9999960755344246,0.0,0,21,== Discography == | === As guest ===
