types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Film_theory,cinema studies,439,11,0.7195023082149811,0.3898496065716104,6,73,== Directing style and technique == | === Music scores ===
http://dbpedia.org/ontology/Sport,http://dbpedia.org/resource/Film_theory,cinema studies,439,11,0.7195023082149811,0.3898496065716104,6,73,== Directing style and technique == | === Music scores ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Film_theory,cinema studies,439,11,0.7195023082149811,0.3898496065716104,6,73,== Directing style and technique == | === Music scores ===
