types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Drug,http://dbpedia.org/resource/Alka-Seltzer,Alka Seltzer,150,63,1.0,0.0,0,19,== Discography == | === Albums ===
http://dbpedia.org/class/yago/WikicatBayerBrands,http://dbpedia.org/resource/Alka-Seltzer,Alka Seltzer,150,63,1.0,0.0,0,19,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Alka-Seltzer,Alka Seltzer,150,63,1.0,0.0,0,19,== Discography == | === Albums ===
http://dbpedia.org/class/yago/LanguageUnit106284225,http://dbpedia.org/resource/Alka-Seltzer,Alka Seltzer,150,63,1.0,0.0,0,19,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Name106333653,http://dbpedia.org/resource/Alka-Seltzer,Alka Seltzer,150,63,1.0,0.0,0,19,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Part113809207,http://dbpedia.org/resource/Alka-Seltzer,Alka Seltzer,150,63,1.0,0.0,0,19,== Discography == | === Albums ===
http://dbpedia.org/class/yago/Relation100031921,http://dbpedia.org/resource/Alka-Seltzer,Alka Seltzer,150,63,1.0,0.0,0,19,== Discography == | === Albums ===
http://dbpedia.org/class/yago/TradeName106845599,http://dbpedia.org/resource/Alka-Seltzer,Alka Seltzer,150,63,1.0,0.0,0,19,== Discography == | === Albums ===
