types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Standard_tuning,standard E,92,31,0.9999999996408632,0.0,0,90,== Equipment == | === Guitars ===
http://dbpedia.org/class/yago/Device103183080,http://dbpedia.org/resource/Standard_tuning,standard E,92,31,0.9999999996408632,0.0,0,90,== Equipment == | === Guitars ===
http://dbpedia.org/class/yago/Instrument103574816,http://dbpedia.org/resource/Standard_tuning,standard E,92,31,0.9999999996408632,0.0,0,90,== Equipment == | === Guitars ===
http://dbpedia.org/class/yago/Instrumentality103575240,http://dbpedia.org/resource/Standard_tuning,standard E,92,31,0.9999999996408632,0.0,0,90,== Equipment == | === Guitars ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Standard_tuning,standard E,92,31,0.9999999996408632,0.0,0,90,== Equipment == | === Guitars ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Standard_tuning,standard E,92,31,0.9999999996408632,0.0,0,90,== Equipment == | === Guitars ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Standard_tuning,standard E,92,31,0.9999999996408632,0.0,0,90,== Equipment == | === Guitars ===
http://dbpedia.org/class/yago/WikicatStringInstruments,http://dbpedia.org/resource/Standard_tuning,standard E,92,31,0.9999999996408632,0.0,0,90,== Equipment == | === Guitars ===
