types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Brain_training,mental exercise,95,4,0.9734987139885192,0.0272227226293906,7,8,"== Biography and career == | === 1948–1973: Early life, and modeling career ==="
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/John_Doran_(writer),John Doran,15,13,0.8999134338993359,0.0400000000000009,5,37,== Artistry and influence == | === Music ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/John_Doran_(writer),John Doran,15,13,0.8999134338993359,0.0400000000000009,5,37,== Artistry and influence == | === Music ===
http://dbpedia.org/class/yago/WikicatWritersFromLondon,http://dbpedia.org/resource/John_Doran_(writer),John Doran,15,13,0.8999134338993359,0.0400000000000009,5,37,== Artistry and influence == | === Music ===
http://dbpedia.org/class/yago/Writer110794014,http://dbpedia.org/resource/John_Doran_(writer),John Doran,15,13,0.8999134338993359,0.0400000000000009,5,37,== Artistry and influence == | === Music ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/John_Doran_(writer),John Doran,15,13,0.8999134338993359,0.0400000000000009,5,37,== Artistry and influence == | === Music ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/John_Doran_(writer),John Doran,15,13,0.8999134338993359,0.0400000000000009,5,37,== Artistry and influence == | === Music ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/John_Doran_(writer),John Doran,15,13,0.8999134338993359,0.0400000000000009,5,37,== Artistry and influence == | === Music ===
http://dbpedia.org/class/yago/Communicator109610660,http://dbpedia.org/resource/John_Doran_(writer),John Doran,15,13,0.8999134338993359,0.0400000000000009,5,37,== Artistry and influence == | === Music ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/John_Doran_(writer),John Doran,15,13,0.8999134338993359,0.0400000000000009,5,37,== Artistry and influence == | === Music ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/John_Doran_(writer),John Doran,15,13,0.8999134338993359,0.0400000000000009,5,37,== Artistry and influence == | === Music ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/John_Doran_(writer),John Doran,15,13,0.8999134338993359,0.0400000000000009,5,37,== Artistry and influence == | === Music ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/John_Doran_(writer),John Doran,15,13,0.8999134338993359,0.0400000000000009,5,37,== Artistry and influence == | === Music ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/John_Doran_(writer),John Doran,15,13,0.8999134338993359,0.0400000000000009,5,37,== Artistry and influence == | === Music ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/John_Doran_(writer),John Doran,15,13,0.8999134338993359,0.0400000000000009,5,37,== Artistry and influence == | === Music ===
http://dbpedia.org/class/yago/WikicatEnglishPeopleOfIrishDescent,http://dbpedia.org/resource/John_Doran_(writer),John Doran,15,13,0.8999134338993359,0.0400000000000009,5,37,== Artistry and influence == | === Music ===
http://dbpedia.org/class/yago/WikicatEnglishWriters,http://dbpedia.org/resource/John_Doran_(writer),John Doran,15,13,0.8999134338993359,0.0400000000000009,5,37,== Artistry and influence == | === Music ===
