types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Hibernation,Hibernate,1188,16,0.9999998597610854,1.3687014579325536e-07,0,34,== Discography == | === Kleefstra|Pruiksma|Kleefstra ===
http://dbpedia.org/ontology/PopulatedPlace,http://dbpedia.org/resource/Hibernation,Hibernate,1188,16,0.9999998597610854,1.3687014579325536e-07,0,34,== Discography == | === Kleefstra|Pruiksma|Kleefstra ===
