types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Public_speaking,public speaker,1770,134,0.9997306046772916,0.00026946743436451074,0,41,== Other careers == | === Author ===
http://dbpedia.org/ontology/Election,http://dbpedia.org/resource/Public_speaking,public speaker,1770,134,0.9997306046772916,0.00026946743436451074,0,41,== Other careers == | === Author ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Public_speaking,public speaker,1770,134,0.9997306046772916,0.00026946743436451074,0,41,== Other careers == | === Author ===
