types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Company,http://dbpedia.org/resource/Fiddlesticks,fiddlesticks,11,87,0.9999999370048178,0.0,3,8,== Biography == | === Cartoons ===
http://dbpedia.org/class/yago/WikicatPercussionInstruments,http://dbpedia.org/resource/Fiddlesticks,fiddlesticks,11,87,0.9999999370048178,0.0,3,8,== Biography == | === Cartoons ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Fiddlesticks,fiddlesticks,11,87,0.9999999370048178,0.0,3,8,== Biography == | === Cartoons ===
http://dbpedia.org/class/yago/Device103183080,http://dbpedia.org/resource/Fiddlesticks,fiddlesticks,11,87,0.9999999370048178,0.0,3,8,== Biography == | === Cartoons ===
http://dbpedia.org/class/yago/Instrument103574816,http://dbpedia.org/resource/Fiddlesticks,fiddlesticks,11,87,0.9999999370048178,0.0,3,8,== Biography == | === Cartoons ===
http://dbpedia.org/class/yago/Instrumentality103575240,http://dbpedia.org/resource/Fiddlesticks,fiddlesticks,11,87,0.9999999370048178,0.0,3,8,== Biography == | === Cartoons ===
http://dbpedia.org/class/yago/MusicalInstrument103800933,http://dbpedia.org/resource/Fiddlesticks,fiddlesticks,11,87,0.9999999370048178,0.0,3,8,== Biography == | === Cartoons ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Fiddlesticks,fiddlesticks,11,87,0.9999999370048178,0.0,3,8,== Biography == | === Cartoons ===
http://dbpedia.org/class/yago/PercussionInstrument103915437,http://dbpedia.org/resource/Fiddlesticks,fiddlesticks,11,87,0.9999999370048178,0.0,3,8,== Biography == | === Cartoons ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Fiddlesticks,fiddlesticks,11,87,0.9999999370048178,0.0,3,8,== Biography == | === Cartoons ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Fiddlesticks,fiddlesticks,11,87,0.9999999370048178,0.0,3,8,== Biography == | === Cartoons ===
http://dbpedia.org/class/yago/WikicatStringInstruments,http://dbpedia.org/resource/Fiddlesticks,fiddlesticks,11,87,0.9999999370048178,0.0,3,8,== Biography == | === Cartoons ===
