types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatGraphicalUserInterfaces,http://dbpedia.org/resource/Windows_Aero,Aero,189,8,0.652263061554179,0.5001733517925323,2,15,== Music career == | === Solo career ===
http://dbpedia.org/class/yago/WikicatWindowsComponents,http://dbpedia.org/resource/Windows_Aero,Aero,189,8,0.652263061554179,0.5001733517925323,2,15,== Music career == | === Solo career ===
http://dbpedia.org/class/yago/Writing106359877,http://dbpedia.org/resource/Windows_Aero,Aero,189,8,0.652263061554179,0.5001733517925323,2,15,== Music career == | === Solo career ===
http://dbpedia.org/class/yago/WrittenCommunication106349220,http://dbpedia.org/resource/Windows_Aero,Aero,189,8,0.652263061554179,0.5001733517925323,2,15,== Music career == | === Solo career ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Windows_Aero,Aero,189,8,0.652263061554179,0.5001733517925323,2,15,== Music career == | === Solo career ===
http://dbpedia.org/class/yago/Code106355894,http://dbpedia.org/resource/Windows_Aero,Aero,189,8,0.652263061554179,0.5001733517925323,2,15,== Music career == | === Solo career ===
http://dbpedia.org/class/yago/CodingSystem106353757,http://dbpedia.org/resource/Windows_Aero,Aero,189,8,0.652263061554179,0.5001733517925323,2,15,== Music career == | === Solo career ===
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/Windows_Aero,Aero,189,8,0.652263061554179,0.5001733517925323,2,15,== Music career == | === Solo career ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Windows_Aero,Aero,189,8,0.652263061554179,0.5001733517925323,2,15,== Music career == | === Solo career ===
http://dbpedia.org/class/yago/Component105868954,http://dbpedia.org/resource/Windows_Aero,Aero,189,8,0.652263061554179,0.5001733517925323,2,15,== Music career == | === Solo career ===
http://dbpedia.org/class/yago/Concept105835747,http://dbpedia.org/resource/Windows_Aero,Aero,189,8,0.652263061554179,0.5001733517925323,2,15,== Music career == | === Solo career ===
http://dbpedia.org/class/yago/Content105809192,http://dbpedia.org/resource/Windows_Aero,Aero,189,8,0.652263061554179,0.5001733517925323,2,15,== Music career == | === Solo career ===
http://dbpedia.org/class/yago/GraphicalUserInterface106575681,http://dbpedia.org/resource/Windows_Aero,Aero,189,8,0.652263061554179,0.5001733517925323,2,15,== Music career == | === Solo career ===
http://dbpedia.org/class/yago/Idea105833840,http://dbpedia.org/resource/Windows_Aero,Aero,189,8,0.652263061554179,0.5001733517925323,2,15,== Music career == | === Solo career ===
http://dbpedia.org/class/yago/Interface106575227,http://dbpedia.org/resource/Windows_Aero,Aero,189,8,0.652263061554179,0.5001733517925323,2,15,== Music career == | === Solo career ===
http://dbpedia.org/class/yago/OperatingSystem106568134,http://dbpedia.org/resource/Windows_Aero,Aero,189,8,0.652263061554179,0.5001733517925323,2,15,== Music career == | === Solo career ===
http://dbpedia.org/class/yago/Part105867413,http://dbpedia.org/resource/Windows_Aero,Aero,189,8,0.652263061554179,0.5001733517925323,2,15,== Music career == | === Solo career ===
http://dbpedia.org/class/yago/Program106568978,http://dbpedia.org/resource/Windows_Aero,Aero,189,8,0.652263061554179,0.5001733517925323,2,15,== Music career == | === Solo career ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Windows_Aero,Aero,189,8,0.652263061554179,0.5001733517925323,2,15,== Music career == | === Solo career ===
http://dbpedia.org/class/yago/Software106566077,http://dbpedia.org/resource/Windows_Aero,Aero,189,8,0.652263061554179,0.5001733517925323,2,15,== Music career == | === Solo career ===
http://dbpedia.org/class/yago/WikicatOperatingSystems,http://dbpedia.org/resource/Windows_Aero,Aero,189,8,0.652263061554179,0.5001733517925323,2,15,== Music career == | === Solo career ===
