types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Château_de_Chenonceau,Chenonceau,143,107,0.9931413479171752,0.0,21,6,== Life and career == | === Early life ===
http://dbpedia.org/ontology/Castle,http://dbpedia.org/resource/Château_de_Chenonceau,Chenonceau,143,107,0.9931413479171752,0.0,21,6,== Life and career == | === Early life ===
http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,http://dbpedia.org/resource/Château_de_Chenonceau,Chenonceau,143,107,0.9931413479171752,0.0,21,6,== Life and career == | === Early life ===
http://dbpedia.org/class/yago/WikicatHistoricHouseMuseumsInCentre(FrenchRegion),http://dbpedia.org/resource/Château_de_Chenonceau,Chenonceau,143,107,0.9931413479171752,0.0,21,6,== Life and career == | === Early life ===
http://dbpedia.org/class/yago/YagoGeoEntity,http://dbpedia.org/resource/Château_de_Chenonceau,Chenonceau,143,107,0.9931413479171752,0.0,21,6,== Life and career == | === Early life ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Château_de_Chenonceau,Chenonceau,143,107,0.9931413479171752,0.0,21,6,== Life and career == | === Early life ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Château_de_Chenonceau,Chenonceau,143,107,0.9931413479171752,0.0,21,6,== Life and career == | === Early life ===
http://dbpedia.org/class/yago/WikicatMuseumsInIndre-et-Loire,http://dbpedia.org/resource/Château_de_Chenonceau,Chenonceau,143,107,0.9931413479171752,0.0,21,6,== Life and career == | === Early life ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Château_de_Chenonceau,Chenonceau,143,107,0.9931413479171752,0.0,21,6,== Life and career == | === Early life ===
http://dbpedia.org/class/yago/Depository103177349,http://dbpedia.org/resource/Château_de_Chenonceau,Chenonceau,143,107,0.9931413479171752,0.0,21,6,== Life and career == | === Early life ===
http://dbpedia.org/class/yago/Facility103315023,http://dbpedia.org/resource/Château_de_Chenonceau,Chenonceau,143,107,0.9931413479171752,0.0,21,6,== Life and career == | === Early life ===
http://dbpedia.org/class/yago/Garden103417345,http://dbpedia.org/resource/Château_de_Chenonceau,Chenonceau,143,107,0.9931413479171752,0.0,21,6,== Life and career == | === Early life ===
http://dbpedia.org/class/yago/GeographicalArea108574314,http://dbpedia.org/resource/Château_de_Chenonceau,Chenonceau,143,107,0.9931413479171752,0.0,21,6,== Life and career == | === Early life ===
http://dbpedia.org/class/yago/Location100027167,http://dbpedia.org/resource/Château_de_Chenonceau,Chenonceau,143,107,0.9931413479171752,0.0,21,6,== Life and career == | === Early life ===
http://dbpedia.org/class/yago/Memorial103743902,http://dbpedia.org/resource/Château_de_Chenonceau,Chenonceau,143,107,0.9931413479171752,0.0,21,6,== Life and career == | === Early life ===
http://dbpedia.org/class/yago/Museum103800563,http://dbpedia.org/resource/Château_de_Chenonceau,Chenonceau,143,107,0.9931413479171752,0.0,21,6,== Life and career == | === Early life ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Château_de_Chenonceau,Chenonceau,143,107,0.9931413479171752,0.0,21,6,== Life and career == | === Early life ===
http://dbpedia.org/class/yago/Park108615149,http://dbpedia.org/resource/Château_de_Chenonceau,Chenonceau,143,107,0.9931413479171752,0.0,21,6,== Life and career == | === Early life ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Château_de_Chenonceau,Chenonceau,143,107,0.9931413479171752,0.0,21,6,== Life and career == | === Early life ===
http://dbpedia.org/class/yago/Plot108674739,http://dbpedia.org/resource/Château_de_Chenonceau,Chenonceau,143,107,0.9931413479171752,0.0,21,6,== Life and career == | === Early life ===
http://dbpedia.org/class/yago/Region108630985,http://dbpedia.org/resource/Château_de_Chenonceau,Chenonceau,143,107,0.9931413479171752,0.0,21,6,== Life and career == | === Early life ===
http://dbpedia.org/class/yago/Structure104341686,http://dbpedia.org/resource/Château_de_Chenonceau,Chenonceau,143,107,0.9931413479171752,0.0,21,6,== Life and career == | === Early life ===
http://dbpedia.org/class/yago/Tract108673395,http://dbpedia.org/resource/Château_de_Chenonceau,Chenonceau,143,107,0.9931413479171752,0.0,21,6,== Life and career == | === Early life ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Château_de_Chenonceau,Chenonceau,143,107,0.9931413479171752,0.0,21,6,== Life and career == | === Early life ===
http://dbpedia.org/class/yago/WikicatFrenchRenaissanceGardens,http://dbpedia.org/resource/Château_de_Chenonceau,Chenonceau,143,107,0.9931413479171752,0.0,21,6,== Life and career == | === Early life ===
http://dbpedia.org/class/yago/WikicatGardensInIndre-et-Loire,http://dbpedia.org/resource/Château_de_Chenonceau,Chenonceau,143,107,0.9931413479171752,0.0,21,6,== Life and career == | === Early life ===
http://dbpedia.org/class/yago/WikicatOfficialHistoricalMonumentsOfFrance,http://dbpedia.org/resource/Château_de_Chenonceau,Chenonceau,143,107,0.9931413479171752,0.0,21,6,== Life and career == | === Early life ===
http://dbpedia.org/class/yago/WikicatParksInFrance,http://dbpedia.org/resource/Château_de_Chenonceau,Chenonceau,143,107,0.9931413479171752,0.0,21,6,== Life and career == | === Early life ===
