types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Anne_Mette_Iversen,Anne Mette Iversen,7,0,1.0,0.0,0,33,== Discography == | === As guest ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Tobias_Meinhart,Tobias Meinhart,3,0,0.9999984569506464,0.0,0,42,== Discography == | === As guest ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Karl_Ratzer,Karl Ratzer,12,0,0.9999999999999574,0.0,0,45,== Discography == | === As guest ===
