types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Gambit,gambit,249,124,0.9999999986468991,0.0,5,17,== Career == | === 1970s ===
http://dbpedia.org/ontology/AnatomicalStructure,http://dbpedia.org/resource/Gambit,gambit,249,124,0.9999999986468991,0.0,5,17,== Career == | === 1970s ===
http://dbpedia.org/ontology/RecordLabel,http://dbpedia.org/resource/Gambit,gambit,249,124,0.9999999986468991,0.0,5,17,== Career == | === 1970s ===
