types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Op-ed,OpEd,1704,0,0.9999983771448294,0.0,0,23,== Discography == | === As leader ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Op-ed,OpEd,1704,0,0.9999983771448294,0.0,0,23,== Discography == | === As leader ===
http://dbpedia.org/ontology/MusicalWork,http://dbpedia.org/resource/Op-ed,OpEd,1704,0,0.9999983771448294,0.0,0,23,== Discography == | === As leader ===
