types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/In_These_Stones_Horizons_Sing,In These Stones Horizons Sing,8,0,1.0,0.0,0,127,== Discography == | === Other works ===
http://dbpedia.org/class/yago/WikicatKarlJenkinsAlbums,http://dbpedia.org/resource/In_These_Stones_Horizons_Sing,In These Stones Horizons Sing,8,0,1.0,0.0,0,127,== Discography == | === Other works ===
http://dbpedia.org/ontology/Book,http://dbpedia.org/resource/In_These_Stones_Horizons_Sing,In These Stones Horizons Sing,8,0,1.0,0.0,0,127,== Discography == | === Other works ===
http://dbpedia.org/class/yago/Album106591815,http://dbpedia.org/resource/In_These_Stones_Horizons_Sing,In These Stones Horizons Sing,8,0,1.0,0.0,0,127,== Discography == | === Other works ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/In_These_Stones_Horizons_Sing,In These Stones Horizons Sing,8,0,1.0,0.0,0,127,== Discography == | === Other works ===
http://dbpedia.org/class/yago/Instrumentality103575240,http://dbpedia.org/resource/In_These_Stones_Horizons_Sing,In These Stones Horizons Sing,8,0,1.0,0.0,0,127,== Discography == | === Other works ===
http://dbpedia.org/class/yago/Medium106254669,http://dbpedia.org/resource/In_These_Stones_Horizons_Sing,In These Stones Horizons Sing,8,0,1.0,0.0,0,127,== Discography == | === Other works ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/In_These_Stones_Horizons_Sing,In These Stones Horizons Sing,8,0,1.0,0.0,0,127,== Discography == | === Other works ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/In_These_Stones_Horizons_Sing,In These Stones Horizons Sing,8,0,1.0,0.0,0,127,== Discography == | === Other works ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/In_These_Stones_Horizons_Sing,In These Stones Horizons Sing,8,0,1.0,0.0,0,127,== Discography == | === Other works ===
