types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Jurisprudence,jurisprudential,2771,234,0.9528931852860374,0.0494355666516805,8,10,== Early life == | === University: 1950–1955 ===
http://dbpedia.org/ontology/Work,http://dbpedia.org/resource/Jurisprudence,jurisprudential,2771,234,0.9528931852860374,0.0494355666516805,8,10,== Early life == | === University: 1950–1955 ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Jurisprudence,jurisprudential,2771,234,0.9528931852860374,0.0494355666516805,8,10,== Early life == | === University: 1950–1955 ===
