types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Standard_score,Hensachi,2441,9,0.9999998765692416,0.0,0,18,== Works == | === TV dramas ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Standard_score,Hensachi,2441,9,0.9999998765692416,0.0,0,18,== Works == | === TV dramas ===
http://dbpedia.org/class/yago/MagnitudeRelation113815152,http://dbpedia.org/resource/Standard_score,Hensachi,2441,9,0.9999998765692416,0.0,0,18,== Works == | === TV dramas ===
http://dbpedia.org/class/yago/Ratio113819207,http://dbpedia.org/resource/Standard_score,Hensachi,2441,9,0.9999998765692416,0.0,0,18,== Works == | === TV dramas ===
http://dbpedia.org/class/yago/Relation100031921,http://dbpedia.org/resource/Standard_score,Hensachi,2441,9,0.9999998765692416,0.0,0,18,== Works == | === TV dramas ===
http://dbpedia.org/class/yago/WikicatStatisticalRatios,http://dbpedia.org/resource/Standard_score,Hensachi,2441,9,0.9999998765692416,0.0,0,18,== Works == | === TV dramas ===
