types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Progressivism,progressivism,2642,55,0.9480934159524718,0.0488534507398726,2,26,== Career == | === 2000s ===
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Progressivism,progressivism,2642,55,0.9480934159524718,0.0488534507398726,2,26,== Career == | === 2000s ===
http://dbpedia.org/ontology/Organisation,http://dbpedia.org/resource/Progressivism,progressivism,2642,55,0.9480934159524718,0.0488534507398726,2,26,== Career == | === 2000s ===
