types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/The_Asylum_Choir,The Asylum Choir,12,139,1.0,0.0,17,8,== Career == | === 1950s/1960s ===
http://dbpedia.org/class/yago/WikicatAmericanRockMusicGroups,http://dbpedia.org/resource/The_Asylum_Choir,The Asylum Choir,12,139,1.0,0.0,17,8,== Career == | === 1950s/1960s ===
http://dbpedia.org/ontology/Band,http://dbpedia.org/resource/The_Asylum_Choir,The Asylum Choir,12,139,1.0,0.0,17,8,== Career == | === 1950s/1960s ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/The_Asylum_Choir,The Asylum Choir,12,139,1.0,0.0,17,8,== Career == | === 1950s/1960s ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/The_Asylum_Choir,The Asylum Choir,12,139,1.0,0.0,17,8,== Career == | === 1950s/1960s ===
