types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatGreekNewTestamentUncials,http://dbpedia.org/resource/Uncial_0286,0286,18,26,0.9479890753735356,0.0,0,11,== Discography == | === Mike Silver ===
http://dbpedia.org/ontology/Book,http://dbpedia.org/resource/Uncial_0286,0286,18,26,0.9479890753735356,0.0,0,11,== Discography == | === Mike Silver ===
http://dbpedia.org/class/yago/Writing106359877,http://dbpedia.org/resource/Uncial_0286,0286,18,26,0.9479890753735356,0.0,0,11,== Discography == | === Mike Silver ===
http://dbpedia.org/class/yago/Writing106362953,http://dbpedia.org/resource/Uncial_0286,0286,18,26,0.9479890753735356,0.0,0,11,== Discography == | === Mike Silver ===
http://dbpedia.org/class/yago/WrittenCommunication106349220,http://dbpedia.org/resource/Uncial_0286,0286,18,26,0.9479890753735356,0.0,0,11,== Discography == | === Mike Silver ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Uncial_0286,0286,18,26,0.9479890753735356,0.0,0,11,== Discography == | === Mike Silver ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Uncial_0286,0286,18,26,0.9479890753735356,0.0,0,11,== Discography == | === Mike Silver ===
http://dbpedia.org/class/yago/Manuscript106406979,http://dbpedia.org/resource/Uncial_0286,0286,18,26,0.9479890753735356,0.0,0,11,== Discography == | === Mike Silver ===
http://dbpedia.org/class/yago/Orthography106351202,http://dbpedia.org/resource/Uncial_0286,0286,18,26,0.9479890753735356,0.0,0,11,== Discography == | === Mike Silver ===
http://dbpedia.org/class/yago/Script106351613,http://dbpedia.org/resource/Uncial_0286,0286,18,26,0.9479890753735356,0.0,0,11,== Discography == | === Mike Silver ===
http://dbpedia.org/class/yago/Uncial106353225,http://dbpedia.org/resource/Uncial_0286,0286,18,26,0.9479890753735356,0.0,0,11,== Discography == | === Mike Silver ===
http://dbpedia.org/class/yago/Wikicat10th-centuryBiblicalManuscripts,http://dbpedia.org/resource/Uncial_0286,0286,18,26,0.9479890753735356,0.0,0,11,== Discography == | === Mike Silver ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Royal_College_of_Dentists_of_Canada,FRCD,21,7,0.9999999999999858,0.0,1,14,== Discography == | === Mike Silver ===
http://dbpedia.org/class/yago/WikicatCanadianDentalOrganizations,http://dbpedia.org/resource/Royal_College_of_Dentists_of_Canada,FRCD,21,7,0.9999999999999858,0.0,1,14,== Discography == | === Mike Silver ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Royal_College_of_Dentists_of_Canada,FRCD,21,7,0.9999999999999858,0.0,1,14,== Discography == | === Mike Silver ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Royal_College_of_Dentists_of_Canada,FRCD,21,7,0.9999999999999858,0.0,1,14,== Discography == | === Mike Silver ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Royal_College_of_Dentists_of_Canada,FRCD,21,7,0.9999999999999858,0.0,1,14,== Discography == | === Mike Silver ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Royal_College_of_Dentists_of_Canada,FRCD,21,7,0.9999999999999858,0.0,1,14,== Discography == | === Mike Silver ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Royal_College_of_Dentists_of_Canada,FRCD,21,7,0.9999999999999858,0.0,1,14,== Discography == | === Mike Silver ===
http://dbpedia.org/class/yago/Organization108008335,http://dbpedia.org/resource/Royal_College_of_Dentists_of_Canada,FRCD,21,7,0.9999999999999858,0.0,1,14,== Discography == | === Mike Silver ===
http://dbpedia.org/class/yago/SocialGroup107950920,http://dbpedia.org/resource/Royal_College_of_Dentists_of_Canada,FRCD,21,7,0.9999999999999858,0.0,1,14,== Discography == | === Mike Silver ===
http://dbpedia.org/class/yago/WikicatOrganizationsEstablishedIn1965,http://dbpedia.org/resource/Royal_College_of_Dentists_of_Canada,FRCD,21,7,0.9999999999999858,0.0,1,14,== Discography == | === Mike Silver ===
