types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/September_Song,September song,151,0,0.9999999999634924,2.6138309676891827e-11,0,28,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/WikicatAlHirtSongs,http://dbpedia.org/resource/September_Song,September song,151,0,0.9999999999634924,2.6138309676891827e-11,0,28,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/WikicatAndyWilliamsSongs,http://dbpedia.org/resource/September_Song,September song,151,0,0.9999999999634924,2.6138309676891827e-11,0,28,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/WikicatJamesBrownSongs,http://dbpedia.org/resource/September_Song,September song,151,0,0.9999999999634924,2.6138309676891827e-11,0,28,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/WikicatJoStaffordSongs,http://dbpedia.org/resource/September_Song,September song,151,0,0.9999999999634924,2.6138309676891827e-11,0,28,== Discography == | === Collaborations ===
http://dbpedia.org/ontology/Album,http://dbpedia.org/resource/September_Song,September song,151,0,0.9999999999634924,2.6138309676891827e-11,0,28,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/WikicatWillieNelsonSongs,http://dbpedia.org/resource/September_Song,September song,151,0,0.9999999999634924,2.6138309676891827e-11,0,28,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/September_Song,September song,151,0,0.9999999999634924,2.6138309676891827e-11,0,28,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/AuditoryCommunication107109019,http://dbpedia.org/resource/September_Song,September song,151,0,0.9999999999634924,2.6138309676891827e-11,0,28,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/September_Song,September song,151,0,0.9999999999634924,2.6138309676891827e-11,0,28,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Measure100033615,http://dbpedia.org/resource/September_Song,September song,151,0,0.9999999999634924,2.6138309676891827e-11,0,28,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Music107020895,http://dbpedia.org/resource/September_Song,September song,151,0,0.9999999999634924,2.6138309676891827e-11,0,28,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/MusicalComposition107037465,http://dbpedia.org/resource/September_Song,September song,151,0,0.9999999999634924,2.6138309676891827e-11,0,28,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Recording104063661,http://dbpedia.org/resource/September_Song,September song,151,0,0.9999999999634924,2.6138309676891827e-11,0,28,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Signal106791372,http://dbpedia.org/resource/September_Song,September song,151,0,0.9999999999634924,2.6138309676891827e-11,0,28,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Song107048000,http://dbpedia.org/resource/September_Song,September song,151,0,0.9999999999634924,2.6138309676891827e-11,0,28,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Standard107260623,http://dbpedia.org/resource/September_Song,September song,151,0,0.9999999999634924,2.6138309676891827e-11,0,28,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/SystemOfMeasurement113577171,http://dbpedia.org/resource/September_Song,September song,151,0,0.9999999999634924,2.6138309676891827e-11,0,28,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Wikicat1930sJazzStandards,http://dbpedia.org/resource/September_Song,September song,151,0,0.9999999999634924,2.6138309676891827e-11,0,28,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/Wikicat1938Songs,http://dbpedia.org/resource/September_Song,September song,151,0,0.9999999999634924,2.6138309676891827e-11,0,28,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/WikicatSongRecordingsProducedByJeffLynne,http://dbpedia.org/resource/September_Song,September song,151,0,0.9999999999634924,2.6138309676891827e-11,0,28,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/WikicatSongsFromMusicals,http://dbpedia.org/resource/September_Song,September song,151,0,0.9999999999634924,2.6138309676891827e-11,0,28,== Discography == | === Collaborations ===
http://dbpedia.org/class/yago/WikicatSongsWithMusicByKurtWeill,http://dbpedia.org/resource/September_Song,September song,151,0,0.9999999999634924,2.6138309676891827e-11,0,28,== Discography == | === Collaborations ===
