types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Bulletin_board_system,BBSs,1215,83,0.9999999996343264,0.0,1,3,== Career == | === Music ===
http://dbpedia.org/ontology/Software,http://dbpedia.org/resource/Bulletin_board_system,BBSs,1215,83,0.9999999996343264,0.0,1,3,== Career == | === Music ===
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Bulletin_board_system,BBSs,1215,83,0.9999999996343264,0.0,1,3,== Career == | === Music ===
