types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Hobby_horse,hobbyhorse,147,116,0.9999999999707824,2.8129547681049064e-11,37,15,== Biography == | === Final years ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Hobby_horse,hobbyhorse,147,116,0.9999999999707824,2.8129547681049064e-11,37,15,== Biography == | === Final years ===
http://dbpedia.org/class/yago/Festival115162388,http://dbpedia.org/resource/Hobby_horse,hobbyhorse,147,116,0.9999999999707824,2.8129547681049064e-11,37,15,== Biography == | === Final years ===
http://dbpedia.org/class/yago/FundamentalQuantity113575869,http://dbpedia.org/resource/Hobby_horse,hobbyhorse,147,116,0.9999999999707824,2.8129547681049064e-11,37,15,== Biography == | === Final years ===
http://dbpedia.org/class/yago/Measure100033615,http://dbpedia.org/resource/Hobby_horse,hobbyhorse,147,116,0.9999999999707824,2.8129547681049064e-11,37,15,== Biography == | === Final years ===
http://dbpedia.org/class/yago/TimePeriod115113229,http://dbpedia.org/resource/Hobby_horse,hobbyhorse,147,116,0.9999999999707824,2.8129547681049064e-11,37,15,== Biography == | === Final years ===
http://dbpedia.org/class/yago/WikicatFestivalsInEngland,http://dbpedia.org/resource/Hobby_horse,hobbyhorse,147,116,0.9999999999707824,2.8129547681049064e-11,37,15,== Biography == | === Final years ===
