types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatIslamicOrganizations,http://dbpedia.org/resource/Progressive_Muslim_Union,PMU,15,12,0.8776620945840797,0.1255378565988907,0,13,== Books == | === Blue-Eyed Devil ===
http://dbpedia.org/class/yago/WikicatIslamicOrganizationsBasedInTheUnitedStates,http://dbpedia.org/resource/Progressive_Muslim_Union,PMU,15,12,0.8776620945840797,0.1255378565988907,0,13,== Books == | === Blue-Eyed Devil ===
http://dbpedia.org/ontology/Organisation,http://dbpedia.org/resource/Progressive_Muslim_Union,PMU,15,12,0.8776620945840797,0.1255378565988907,0,13,== Books == | === Blue-Eyed Devil ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Progressive_Muslim_Union,PMU,15,12,0.8776620945840797,0.1255378565988907,0,13,== Books == | === Blue-Eyed Devil ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Progressive_Muslim_Union,PMU,15,12,0.8776620945840797,0.1255378565988907,0,13,== Books == | === Blue-Eyed Devil ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Progressive_Muslim_Union,PMU,15,12,0.8776620945840797,0.1255378565988907,0,13,== Books == | === Blue-Eyed Devil ===
http://dbpedia.org/class/yago/WikicatReligiousOrganizationsEstablishedIn2004,http://dbpedia.org/resource/Progressive_Muslim_Union,PMU,15,12,0.8776620945840797,0.1255378565988907,0,13,== Books == | === Blue-Eyed Devil ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Progressive_Muslim_Union,PMU,15,12,0.8776620945840797,0.1255378565988907,0,13,== Books == | === Blue-Eyed Devil ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Progressive_Muslim_Union,PMU,15,12,0.8776620945840797,0.1255378565988907,0,13,== Books == | === Blue-Eyed Devil ===
http://dbpedia.org/class/yago/Organization108008335,http://dbpedia.org/resource/Progressive_Muslim_Union,PMU,15,12,0.8776620945840797,0.1255378565988907,0,13,== Books == | === Blue-Eyed Devil ===
http://dbpedia.org/class/yago/SocialGroup107950920,http://dbpedia.org/resource/Progressive_Muslim_Union,PMU,15,12,0.8776620945840797,0.1255378565988907,0,13,== Books == | === Blue-Eyed Devil ===
