types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/MythologicalFigure,http://dbpedia.org/resource/Toyotama-hime,Otohime,48,3,0.9999400129058716,5.999069280016081e-05,1,26,== Filmography == | === Anime ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Kibi_Province,Kibi,51,26,0.8270124783006947,0.1023499382242329,0,63,== Filmography == | === Anime ===
http://dbpedia.org/class/yago/AdministrativeDistrict108491826,http://dbpedia.org/resource/Kibi_Province,Kibi,51,26,0.8270124783006947,0.1023499382242329,0,63,== Filmography == | === Anime ===
http://dbpedia.org/class/yago/Country108544813,http://dbpedia.org/resource/Kibi_Province,Kibi,51,26,0.8270124783006947,0.1023499382242329,0,63,== Filmography == | === Anime ===
http://dbpedia.org/class/yago/District108552138,http://dbpedia.org/resource/Kibi_Province,Kibi,51,26,0.8270124783006947,0.1023499382242329,0,63,== Filmography == | === Anime ===
http://dbpedia.org/class/yago/Location100027167,http://dbpedia.org/resource/Kibi_Province,Kibi,51,26,0.8270124783006947,0.1023499382242329,0,63,== Filmography == | === Anime ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Kibi_Province,Kibi,51,26,0.8270124783006947,0.1023499382242329,0,63,== Filmography == | === Anime ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Kibi_Province,Kibi,51,26,0.8270124783006947,0.1023499382242329,0,63,== Filmography == | === Anime ===
http://dbpedia.org/class/yago/Region108630985,http://dbpedia.org/resource/Kibi_Province,Kibi,51,26,0.8270124783006947,0.1023499382242329,0,63,== Filmography == | === Anime ===
http://dbpedia.org/class/yago/WikicatFormerCountriesInJapaneseHistory,http://dbpedia.org/resource/Kibi_Province,Kibi,51,26,0.8270124783006947,0.1023499382242329,0,63,== Filmography == | === Anime ===
http://dbpedia.org/class/yago/WikicatCarbonForms,http://dbpedia.org/resource/Binchōtan,Bincho-tan,17,43,0.9450975813108204,0.0,0,88,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/Word106286395,http://dbpedia.org/resource/Binchōtan,Bincho-tan,17,43,0.9450975813108204,0.0,0,88,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Binchōtan,Bincho-tan,17,43,0.9450975813108204,0.0,0,88,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/Form106290637,http://dbpedia.org/resource/Binchōtan,Bincho-tan,17,43,0.9450975813108204,0.0,0,88,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/LanguageUnit106284225,http://dbpedia.org/resource/Binchōtan,Bincho-tan,17,43,0.9450975813108204,0.0,0,88,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/Part113809207,http://dbpedia.org/resource/Binchōtan,Bincho-tan,17,43,0.9450975813108204,0.0,0,88,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/Relation100031921,http://dbpedia.org/resource/Binchōtan,Bincho-tan,17,43,0.9450975813108204,0.0,0,88,== Filmography == | === Video games ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Astraea,Astraea,172,65,0.9827798294334342,0.0172473011427858,1,95,== Filmography == | === Video games ===
http://umbel.org/umbel/rc/Mollusk,http://dbpedia.org/resource/Astraea,Astraea,172,65,0.9827798294334342,0.0172473011427858,1,95,== Filmography == | === Video games ===
http://dbpedia.org/ontology/Country,http://dbpedia.org/resource/Vermilion_Bird,Suzaku,227,77,0.575156080653394,0.7384828177973803,0,102,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/WikicatJapaneseLegendaryCreatures,http://dbpedia.org/resource/Vermilion_Bird,Suzaku,227,77,0.575156080653394,0.7384828177973803,0,102,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/WikicatChineseConstellations,http://dbpedia.org/resource/Vermilion_Bird,Suzaku,227,77,0.575156080653394,0.7384828177973803,0,102,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/WikicatChineseLegendaryCreatures,http://dbpedia.org/resource/Vermilion_Bird,Suzaku,227,77,0.575156080653394,0.7384828177973803,0,102,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/Ability105616246,http://dbpedia.org/resource/Vermilion_Bird,Suzaku,227,77,0.575156080653394,0.7384828177973803,0,102,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Vermilion_Bird,Suzaku,227,77,0.575156080653394,0.7384828177973803,0,102,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/Arrangement105726596,http://dbpedia.org/resource/Vermilion_Bird,Suzaku,227,77,0.575156080653394,0.7384828177973803,0,102,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/Vermilion_Bird,Suzaku,227,77,0.575156080653394,0.7384828177973803,0,102,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/Configuration105731779,http://dbpedia.org/resource/Vermilion_Bird,Suzaku,227,77,0.575156080653394,0.7384828177973803,0,102,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/Creativity105624700,http://dbpedia.org/resource/Vermilion_Bird,Suzaku,227,77,0.575156080653394,0.7384828177973803,0,102,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/Design105728678,http://dbpedia.org/resource/Vermilion_Bird,Suzaku,227,77,0.575156080653394,0.7384828177973803,0,102,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/ImaginaryBeing109483738,http://dbpedia.org/resource/Vermilion_Bird,Suzaku,227,77,0.575156080653394,0.7384828177973803,0,102,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/Imagination105625465,http://dbpedia.org/resource/Vermilion_Bird,Suzaku,227,77,0.575156080653394,0.7384828177973803,0,102,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/LegendaryCreature109487022,http://dbpedia.org/resource/Vermilion_Bird,Suzaku,227,77,0.575156080653394,0.7384828177973803,0,102,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/Monster109491966,http://dbpedia.org/resource/Vermilion_Bird,Suzaku,227,77,0.575156080653394,0.7384828177973803,0,102,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/MythicalBeing109484664,http://dbpedia.org/resource/Vermilion_Bird,Suzaku,227,77,0.575156080653394,0.7384828177973803,0,102,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/MythicalMonster109492123,http://dbpedia.org/resource/Vermilion_Bird,Suzaku,227,77,0.575156080653394,0.7384828177973803,0,102,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Vermilion_Bird,Suzaku,227,77,0.575156080653394,0.7384828177973803,0,102,== Filmography == | === Video games ===
http://dbpedia.org/class/yago/Structure105726345,http://dbpedia.org/resource/Vermilion_Bird,Suzaku,227,77,0.575156080653394,0.7384828177973803,0,102,== Filmography == | === Video games ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Jeon_So-min,Jeon So-min,50,30,0.9999999999997442,2.6476620784806495e-13,0,119,== Filmography == | ==== Live-action ====
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Jeon_So-min,Jeon So-min,50,30,0.9999999999997442,2.6476620784806495e-13,0,119,== Filmography == | ==== Live-action ====
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Jeon_So-min,Jeon So-min,50,30,0.9999999999997442,2.6476620784806495e-13,0,119,== Filmography == | ==== Live-action ====
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Jeon_So-min,Jeon So-min,50,30,0.9999999999997442,2.6476620784806495e-13,0,119,== Filmography == | ==== Live-action ====
http://dbpedia.org/class/yago/WikicatLivingPeople,http://dbpedia.org/resource/Jeon_So-min,Jeon So-min,50,30,0.9999999999997442,2.6476620784806495e-13,0,119,== Filmography == | ==== Live-action ====
http://dbpedia.org/class/yago/Actor109765278,http://dbpedia.org/resource/Jeon_So-min,Jeon So-min,50,30,0.9999999999997442,2.6476620784806495e-13,0,119,== Filmography == | ==== Live-action ====
http://dbpedia.org/class/yago/Actress109767700,http://dbpedia.org/resource/Jeon_So-min,Jeon So-min,50,30,0.9999999999997442,2.6476620784806495e-13,0,119,== Filmography == | ==== Live-action ====
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Jeon_So-min,Jeon So-min,50,30,0.9999999999997442,2.6476620784806495e-13,0,119,== Filmography == | ==== Live-action ====
http://dbpedia.org/class/yago/Entertainer109616922,http://dbpedia.org/resource/Jeon_So-min,Jeon So-min,50,30,0.9999999999997442,2.6476620784806495e-13,0,119,== Filmography == | ==== Live-action ====
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Jeon_So-min,Jeon So-min,50,30,0.9999999999997442,2.6476620784806495e-13,0,119,== Filmography == | ==== Live-action ====
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Jeon_So-min,Jeon So-min,50,30,0.9999999999997442,2.6476620784806495e-13,0,119,== Filmography == | ==== Live-action ====
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Jeon_So-min,Jeon So-min,50,30,0.9999999999997442,2.6476620784806495e-13,0,119,== Filmography == | ==== Live-action ====
http://dbpedia.org/class/yago/Performer110415638,http://dbpedia.org/resource/Jeon_So-min,Jeon So-min,50,30,0.9999999999997442,2.6476620784806495e-13,0,119,== Filmography == | ==== Live-action ====
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Jeon_So-min,Jeon So-min,50,30,0.9999999999997442,2.6476620784806495e-13,0,119,== Filmography == | ==== Live-action ====
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Jeon_So-min,Jeon So-min,50,30,0.9999999999997442,2.6476620784806495e-13,0,119,== Filmography == | ==== Live-action ====
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Jeon_So-min,Jeon So-min,50,30,0.9999999999997442,2.6476620784806495e-13,0,119,== Filmography == | ==== Live-action ====
http://dbpedia.org/class/yago/WikicatSouthKoreanActresses,http://dbpedia.org/resource/Jeon_So-min,Jeon So-min,50,30,0.9999999999997442,2.6476620784806495e-13,0,119,== Filmography == | ==== Live-action ====
http://dbpedia.org/class/yago/WikicatSouthKoreanFilmActresses,http://dbpedia.org/resource/Jeon_So-min,Jeon So-min,50,30,0.9999999999997442,2.6476620784806495e-13,0,119,== Filmography == | ==== Live-action ====
http://dbpedia.org/class/yago/WikicatSouthKoreanTelevisionActresses,http://dbpedia.org/resource/Jeon_So-min,Jeon So-min,50,30,0.9999999999997442,2.6476620784806495e-13,0,119,== Filmography == | ==== Live-action ====
