types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/MythologicalFigure,http://dbpedia.org/resource/Toyotama-hime,Otohime,48,3,0.9999400129058716,5.999069280016081e-05,1,26,== Filmography == | === Anime ===
http://dbpedia.org/class/yago/WikicatJapaneseDeities,http://dbpedia.org/resource/Toyotama-hime,Otohime,48,3,0.9999400129058716,5.999069280016081e-05,1,26,== Filmography == | === Anime ===
http://dbpedia.org/class/yago/WikicatJapaneseDragons,http://dbpedia.org/resource/Toyotama-hime,Otohime,48,3,0.9999400129058716,5.999069280016081e-05,1,26,== Filmography == | === Anime ===
http://dbpedia.org/class/yago/WikicatJapaneseGoddesses,http://dbpedia.org/resource/Toyotama-hime,Otohime,48,3,0.9999400129058716,5.999069280016081e-05,1,26,== Filmography == | === Anime ===
http://dbpedia.org/class/yago/Ability105616246,http://dbpedia.org/resource/Toyotama-hime,Otohime,48,3,0.9999400129058716,5.999069280016081e-05,1,26,== Filmography == | === Anime ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Toyotama-hime,Otohime,48,3,0.9999400129058716,5.999069280016081e-05,1,26,== Filmography == | === Anime ===
http://dbpedia.org/class/yago/Belief105941423,http://dbpedia.org/resource/Toyotama-hime,Otohime,48,3,0.9999400129058716,5.999069280016081e-05,1,26,== Filmography == | === Anime ===
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/Toyotama-hime,Otohime,48,3,0.9999400129058716,5.999069280016081e-05,1,26,== Filmography == | === Anime ===
http://dbpedia.org/class/yago/Content105809192,http://dbpedia.org/resource/Toyotama-hime,Otohime,48,3,0.9999400129058716,5.999069280016081e-05,1,26,== Filmography == | === Anime ===
http://dbpedia.org/class/yago/Creativity105624700,http://dbpedia.org/resource/Toyotama-hime,Otohime,48,3,0.9999400129058716,5.999069280016081e-05,1,26,== Filmography == | === Anime ===
http://dbpedia.org/class/yago/Deity109505418,http://dbpedia.org/resource/Toyotama-hime,Otohime,48,3,0.9999400129058716,5.999069280016081e-05,1,26,== Filmography == | === Anime ===
http://dbpedia.org/class/yago/Dragon109494388,http://dbpedia.org/resource/Toyotama-hime,Otohime,48,3,0.9999400129058716,5.999069280016081e-05,1,26,== Filmography == | === Anime ===
http://dbpedia.org/class/yago/Goddess109535622,http://dbpedia.org/resource/Toyotama-hime,Otohime,48,3,0.9999400129058716,5.999069280016081e-05,1,26,== Filmography == | === Anime ===
http://dbpedia.org/class/yago/ImaginaryBeing109483738,http://dbpedia.org/resource/Toyotama-hime,Otohime,48,3,0.9999400129058716,5.999069280016081e-05,1,26,== Filmography == | === Anime ===
http://dbpedia.org/class/yago/Imagination105625465,http://dbpedia.org/resource/Toyotama-hime,Otohime,48,3,0.9999400129058716,5.999069280016081e-05,1,26,== Filmography == | === Anime ===
http://dbpedia.org/class/yago/Monster109491966,http://dbpedia.org/resource/Toyotama-hime,Otohime,48,3,0.9999400129058716,5.999069280016081e-05,1,26,== Filmography == | === Anime ===
http://dbpedia.org/class/yago/MythicalBeing109484664,http://dbpedia.org/resource/Toyotama-hime,Otohime,48,3,0.9999400129058716,5.999069280016081e-05,1,26,== Filmography == | === Anime ===
http://dbpedia.org/class/yago/MythicalMonster109492123,http://dbpedia.org/resource/Toyotama-hime,Otohime,48,3,0.9999400129058716,5.999069280016081e-05,1,26,== Filmography == | === Anime ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Toyotama-hime,Otohime,48,3,0.9999400129058716,5.999069280016081e-05,1,26,== Filmography == | === Anime ===
http://dbpedia.org/class/yago/SpiritualBeing109504135,http://dbpedia.org/resource/Toyotama-hime,Otohime,48,3,0.9999400129058716,5.999069280016081e-05,1,26,== Filmography == | === Anime ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Kibi_Province,Kibi,51,26,0.8270124783006947,0.1023499382242329,0,63,== Filmography == | === Anime ===
http://dbpedia.org/ontology/Settlement,http://dbpedia.org/resource/Kibi_Province,Kibi,51,26,0.8270124783006947,0.1023499382242329,0,63,== Filmography == | === Anime ===
http://dbpedia.org/class/yago/YagoGeoEntity,http://dbpedia.org/resource/Kibi_Province,Kibi,51,26,0.8270124783006947,0.1023499382242329,0,63,== Filmography == | === Anime ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Kibi_Province,Kibi,51,26,0.8270124783006947,0.1023499382242329,0,63,== Filmography == | === Anime ===
