types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/Information106634376,http://dbpedia.org/resource/Sacred_Steel_(musical_tradition),sacred steel,26,62,0.9999984301383152,0.0,1,40,== Career == | === 2010s–present ===
http://dbpedia.org/class/yago/Message106598915,http://dbpedia.org/resource/Sacred_Steel_(musical_tradition),sacred steel,26,62,0.9999984301383152,0.0,1,40,== Career == | === 2010s–present ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Sacred_Steel_(musical_tradition),sacred steel,26,62,0.9999984301383152,0.0,1,40,== Career == | === 2010s–present ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Sacred_Steel_(musical_tradition),sacred steel,26,62,0.9999984301383152,0.0,1,40,== Career == | === 2010s–present ===
http://dbpedia.org/class/yago/Format106636806,http://dbpedia.org/resource/Sacred_Steel_(musical_tradition),sacred steel,26,62,0.9999984301383152,0.0,1,40,== Career == | === 2010s–present ===
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Sacred_Steel_(musical_tradition),sacred steel,26,62,0.9999984301383152,0.0,1,40,== Career == | === 2010s–present ===
http://dbpedia.org/class/yago/WikicatChristianMusicFormats,http://dbpedia.org/resource/Sacred_Steel_(musical_tradition),sacred steel,26,62,0.9999984301383152,0.0,1,40,== Career == | === 2010s–present ===
