types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/TelevisionShow,http://dbpedia.org/resource/Wacky_Packages,Wacky Packages,47,0,0.9999999999999858,0.0,0,63,== Discography == | === Live albums ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Wacky_Packages,Wacky Packages,47,0,0.9999999999999858,0.0,0,63,== Discography == | === Live albums ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Wacky_Packages,Wacky Packages,47,0,0.9999999999999858,0.0,0,63,== Discography == | === Live albums ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Wacky_Packages,Wacky Packages,47,0,0.9999999999999858,0.0,0,63,== Discography == | === Live albums ===
http://dbpedia.org/class/yago/Plaything103964744,http://dbpedia.org/resource/Wacky_Packages,Wacky Packages,47,0,0.9999999999999858,0.0,0,63,== Discography == | === Live albums ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Wacky_Packages,Wacky Packages,47,0,0.9999999999999858,0.0,0,63,== Discography == | === Live albums ===
