types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Common-law_marriage,common law marriage,597,124,0.9995746083730108,0.0004255726620281744,4,14,== Personal life == | === Financial problems ===
http://dbpedia.org/ontology/Software,http://dbpedia.org/resource/Common-law_marriage,common law marriage,597,124,0.9995746083730108,0.0004255726620281744,4,14,== Personal life == | === Financial problems ===
http://dbpedia.org/ontology/PersonFunction,http://dbpedia.org/resource/Common-law_marriage,common law marriage,597,124,0.9995746083730108,0.0004255726620281744,4,14,== Personal life == | === Financial problems ===
