types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Pantomime,pantomimist,2914,8,0.999999959383829,0.0,1,37,== Biography == | ==== City Lights ====
http://dbpedia.org/ontology/Company,http://dbpedia.org/resource/Pantomime,pantomimist,2914,8,0.999999959383829,0.0,1,37,== Biography == | ==== City Lights ====
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Pantomime,pantomimist,2914,8,0.999999959383829,0.0,1,37,== Biography == | ==== City Lights ====
