types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Refrain,chorus,2923,155,0.9956834305770192,0.0024785611086229,2,16,== Life and career == | === Re-emergence ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Refrain,chorus,2923,155,0.9956834305770192,0.0024785611086229,2,16,== Life and career == | === Re-emergence ===
http://dbpedia.org/class/yago/AuditoryCommunication107109019,http://dbpedia.org/resource/Refrain,chorus,2923,155,0.9956834305770192,0.0024785611086229,2,16,== Life and career == | === Re-emergence ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Refrain,chorus,2923,155,0.9956834305770192,0.0024785611086229,2,16,== Life and career == | === Re-emergence ===
http://dbpedia.org/class/yago/Music107020895,http://dbpedia.org/resource/Refrain,chorus,2923,155,0.9956834305770192,0.0024785611086229,2,16,== Life and career == | === Re-emergence ===
http://dbpedia.org/class/yago/MusicalComposition107037465,http://dbpedia.org/resource/Refrain,chorus,2923,155,0.9956834305770192,0.0024785611086229,2,16,== Life and career == | === Re-emergence ===
http://dbpedia.org/class/yago/Song107048000,http://dbpedia.org/resource/Refrain,chorus,2923,155,0.9956834305770192,0.0024785611086229,2,16,== Life and career == | === Re-emergence ===
http://dbpedia.org/class/yago/WikicatEurovisionSongsOf1956,http://dbpedia.org/resource/Refrain,chorus,2923,155,0.9956834305770192,0.0024785611086229,2,16,== Life and career == | === Re-emergence ===
http://dbpedia.org/class/yago/WikicatEurovisionSongsOfSwitzerland,http://dbpedia.org/resource/Refrain,chorus,2923,155,0.9956834305770192,0.0024785611086229,2,16,== Life and career == | === Re-emergence ===
