types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Chhatrapati,Chatrapati,220,0,0.9999328642038084,6.454476900519081e-05,0,96,== Filmography == | === 2000s ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Chhatrapati,Chatrapati,220,0,0.9999328642038084,6.454476900519081e-05,0,96,== Filmography == | === 2000s ===
http://dbpedia.org/class/yago/Dynasty107971582,http://dbpedia.org/resource/Chhatrapati,Chatrapati,220,0,0.9999328642038084,6.454476900519081e-05,0,96,== Filmography == | === 2000s ===
http://dbpedia.org/class/yago/ExpressiveStyle107066659,http://dbpedia.org/resource/Chhatrapati,Chatrapati,220,0,0.9999328642038084,6.454476900519081e-05,0,96,== Filmography == | === 2000s ===
http://dbpedia.org/class/yago/Family107970721,http://dbpedia.org/resource/Chhatrapati,Chatrapati,220,0,0.9999328642038084,6.454476900519081e-05,0,96,== Filmography == | === 2000s ===
http://dbpedia.org/class/yago/Formulation107069948,http://dbpedia.org/resource/Chhatrapati,Chatrapati,220,0,0.9999328642038084,6.454476900519081e-05,0,96,== Filmography == | === 2000s ===
http://dbpedia.org/class/yago/Genealogy108102402,http://dbpedia.org/resource/Chhatrapati,Chatrapati,220,0,0.9999328642038084,6.454476900519081e-05,0,96,== Filmography == | === 2000s ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Chhatrapati,Chatrapati,220,0,0.9999328642038084,6.454476900519081e-05,0,96,== Filmography == | === 2000s ===
http://dbpedia.org/class/yago/Honorific107070883,http://dbpedia.org/resource/Chhatrapati,Chatrapati,220,0,0.9999328642038084,6.454476900519081e-05,0,96,== Filmography == | === 2000s ===
http://dbpedia.org/class/yago/Kin107969695,http://dbpedia.org/resource/Chhatrapati,Chatrapati,220,0,0.9999328642038084,6.454476900519081e-05,0,96,== Filmography == | === 2000s ===
http://dbpedia.org/class/yago/Lineage108101937,http://dbpedia.org/resource/Chhatrapati,Chatrapati,220,0,0.9999328642038084,6.454476900519081e-05,0,96,== Filmography == | === 2000s ===
http://dbpedia.org/class/yago/WikicatHinduDynasties,http://dbpedia.org/resource/Chhatrapati,Chatrapati,220,0,0.9999328642038084,6.454476900519081e-05,0,96,== Filmography == | === 2000s ===
http://dbpedia.org/class/yago/WikicatHonorifics,http://dbpedia.org/resource/Chhatrapati,Chatrapati,220,0,0.9999328642038084,6.454476900519081e-05,0,96,== Filmography == | === 2000s ===
http://dbpedia.org/class/yago/SocialGroup107950920,http://dbpedia.org/resource/Chhatrapati,Chatrapati,220,0,0.9999328642038084,6.454476900519081e-05,0,96,== Filmography == | === 2000s ===
