types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Huai-Dong_Cao,cao,27,114,0.8743897694386618,0.122246476413304,1,7,== Career == | === Music career ===
http://dbpedia.org/ontology/Scientist,http://dbpedia.org/resource/Huai-Dong_Cao,cao,27,114,0.8743897694386618,0.122246476413304,1,7,== Career == | === Music career ===
http://dbpedia.org/class/yago/WikicatGuggenheimFellows,http://dbpedia.org/resource/Huai-Dong_Cao,cao,27,114,0.8743897694386618,0.122246476413304,1,7,== Career == | === Music career ===
http://dbpedia.org/class/yago/WikicatPrincetonUniversityAlumni,http://dbpedia.org/resource/Huai-Dong_Cao,cao,27,114,0.8743897694386618,0.122246476413304,1,7,== Career == | === Music career ===
http://dbpedia.org/class/yago/WikicatChineseMathematicians,http://dbpedia.org/resource/Huai-Dong_Cao,cao,27,114,0.8743897694386618,0.122246476413304,1,7,== Career == | === Music career ===
http://dbpedia.org/class/yago/WikicatChinesePeople,http://dbpedia.org/resource/Huai-Dong_Cao,cao,27,114,0.8743897694386618,0.122246476413304,1,7,== Career == | === Music career ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Huai-Dong_Cao,cao,27,114,0.8743897694386618,0.122246476413304,1,7,== Career == | === Music career ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Huai-Dong_Cao,cao,27,114,0.8743897694386618,0.122246476413304,1,7,== Career == | === Music career ===
http://dbpedia.org/class/yago/WikicatLivingPeople,http://dbpedia.org/resource/Huai-Dong_Cao,cao,27,114,0.8743897694386618,0.122246476413304,1,7,== Career == | === Music career ===
http://dbpedia.org/class/yago/WikicatScientistsFromJiangsu,http://dbpedia.org/resource/Huai-Dong_Cao,cao,27,114,0.8743897694386618,0.122246476413304,1,7,== Career == | === Music career ===
http://dbpedia.org/class/yago/Alumnus109786338,http://dbpedia.org/resource/Huai-Dong_Cao,cao,27,114,0.8743897694386618,0.122246476413304,1,7,== Career == | === Music career ===
http://dbpedia.org/class/yago/Associate109816771,http://dbpedia.org/resource/Huai-Dong_Cao,cao,27,114,0.8743897694386618,0.122246476413304,1,7,== Career == | === Music career ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Huai-Dong_Cao,cao,27,114,0.8743897694386618,0.122246476413304,1,7,== Career == | === Music career ===
http://dbpedia.org/class/yago/Colleague109935990,http://dbpedia.org/resource/Huai-Dong_Cao,cao,27,114,0.8743897694386618,0.122246476413304,1,7,== Career == | === Music career ===
http://dbpedia.org/class/yago/Intellectual109621545,http://dbpedia.org/resource/Huai-Dong_Cao,cao,27,114,0.8743897694386618,0.122246476413304,1,7,== Career == | === Music career ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Huai-Dong_Cao,cao,27,114,0.8743897694386618,0.122246476413304,1,7,== Career == | === Music career ===
http://dbpedia.org/class/yago/Mathematician110301261,http://dbpedia.org/resource/Huai-Dong_Cao,cao,27,114,0.8743897694386618,0.122246476413304,1,7,== Career == | === Music career ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Huai-Dong_Cao,cao,27,114,0.8743897694386618,0.122246476413304,1,7,== Career == | === Music career ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Huai-Dong_Cao,cao,27,114,0.8743897694386618,0.122246476413304,1,7,== Career == | === Music career ===
http://dbpedia.org/class/yago/Peer109626238,http://dbpedia.org/resource/Huai-Dong_Cao,cao,27,114,0.8743897694386618,0.122246476413304,1,7,== Career == | === Music career ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Huai-Dong_Cao,cao,27,114,0.8743897694386618,0.122246476413304,1,7,== Career == | === Music career ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Huai-Dong_Cao,cao,27,114,0.8743897694386618,0.122246476413304,1,7,== Career == | === Music career ===
http://dbpedia.org/class/yago/Scholar110557854,http://dbpedia.org/resource/Huai-Dong_Cao,cao,27,114,0.8743897694386618,0.122246476413304,1,7,== Career == | === Music career ===
http://dbpedia.org/class/yago/Scientist110560637,http://dbpedia.org/resource/Huai-Dong_Cao,cao,27,114,0.8743897694386618,0.122246476413304,1,7,== Career == | === Music career ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Huai-Dong_Cao,cao,27,114,0.8743897694386618,0.122246476413304,1,7,== Career == | === Music career ===
http://dbpedia.org/class/yago/Wikicat20th-centuryMathematicians,http://dbpedia.org/resource/Huai-Dong_Cao,cao,27,114,0.8743897694386618,0.122246476413304,1,7,== Career == | === Music career ===
http://dbpedia.org/class/yago/Wikicat21st-centuryMathematicians,http://dbpedia.org/resource/Huai-Dong_Cao,cao,27,114,0.8743897694386618,0.122246476413304,1,7,== Career == | === Music career ===
http://dbpedia.org/class/yago/WikicatPeopleFromChangzhou,http://dbpedia.org/resource/Huai-Dong_Cao,cao,27,114,0.8743897694386618,0.122246476413304,1,7,== Career == | === Music career ===
http://dbpedia.org/class/yago/WikicatTsinghuaUniversityAlumni,http://dbpedia.org/resource/Huai-Dong_Cao,cao,27,114,0.8743897694386618,0.122246476413304,1,7,== Career == | === Music career ===
