types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Sylvanian_Families,Sylvanian Families,46,0,0.9999998260136858,1.7360141719361519e-07,1,91,== Musical compositions == | === TV series ===
http://dbpedia.org/class/yago/Broadcasting106276697,http://dbpedia.org/resource/Sylvanian_Families,Sylvanian Families,46,0,0.9999998260136858,1.7360141719361519e-07,1,91,== Musical compositions == | === TV series ===
http://dbpedia.org/class/yago/Creation103129123,http://dbpedia.org/resource/Sylvanian_Families,Sylvanian Families,46,0,0.9999998260136858,1.7360141719361519e-07,1,91,== Musical compositions == | === TV series ===
http://dbpedia.org/class/yago/Figure103335600,http://dbpedia.org/resource/Sylvanian_Families,Sylvanian Families,46,0,0.9999998260136858,1.7360141719361519e-07,1,91,== Musical compositions == | === TV series ===
http://dbpedia.org/class/yago/Figurine103336459,http://dbpedia.org/resource/Sylvanian_Families,Sylvanian Families,46,0,0.9999998260136858,1.7360141719361519e-07,1,91,== Musical compositions == | === TV series ===
http://dbpedia.org/class/yago/Instrumentality103575240,http://dbpedia.org/resource/Sylvanian_Families,Sylvanian Families,46,0,0.9999998260136858,1.7360141719361519e-07,1,91,== Musical compositions == | === TV series ===
http://dbpedia.org/class/yago/Medium106254669,http://dbpedia.org/resource/Sylvanian_Families,Sylvanian Families,46,0,0.9999998260136858,1.7360141719361519e-07,1,91,== Musical compositions == | === TV series ===
http://dbpedia.org/class/yago/Model103777283,http://dbpedia.org/resource/Sylvanian_Families,Sylvanian Families,46,0,0.9999998260136858,1.7360141719361519e-07,1,91,== Musical compositions == | === TV series ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Sylvanian_Families,Sylvanian Families,46,0,0.9999998260136858,1.7360141719361519e-07,1,91,== Musical compositions == | === TV series ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Sylvanian_Families,Sylvanian Families,46,0,0.9999998260136858,1.7360141719361519e-07,1,91,== Musical compositions == | === TV series ===
http://dbpedia.org/class/yago/Plaything103964744,http://dbpedia.org/resource/Sylvanian_Families,Sylvanian Families,46,0,0.9999998260136858,1.7360141719361519e-07,1,91,== Musical compositions == | === TV series ===
http://dbpedia.org/class/yago/Representation104076846,http://dbpedia.org/resource/Sylvanian_Families,Sylvanian Families,46,0,0.9999998260136858,1.7360141719361519e-07,1,91,== Musical compositions == | === TV series ===
http://dbpedia.org/class/yago/Telecommunication106271778,http://dbpedia.org/resource/Sylvanian_Families,Sylvanian Families,46,0,0.9999998260136858,1.7360141719361519e-07,1,91,== Musical compositions == | === TV series ===
http://dbpedia.org/class/yago/Television106277280,http://dbpedia.org/resource/Sylvanian_Families,Sylvanian Families,46,0,0.9999998260136858,1.7360141719361519e-07,1,91,== Musical compositions == | === TV series ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Sylvanian_Families,Sylvanian Families,46,0,0.9999998260136858,1.7360141719361519e-07,1,91,== Musical compositions == | === TV series ===
http://dbpedia.org/class/yago/Wikicat1980sToys,http://dbpedia.org/resource/Sylvanian_Families,Sylvanian Families,46,0,0.9999998260136858,1.7360141719361519e-07,1,91,== Musical compositions == | === TV series ===
http://dbpedia.org/class/yago/Wikicat1990sToys,http://dbpedia.org/resource/Sylvanian_Families,Sylvanian Families,46,0,0.9999998260136858,1.7360141719361519e-07,1,91,== Musical compositions == | === TV series ===
http://dbpedia.org/class/yago/WikicatToyFigurines,http://dbpedia.org/resource/Sylvanian_Families,Sylvanian Families,46,0,0.9999998260136858,1.7360141719361519e-07,1,91,== Musical compositions == | === TV series ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Honda_Gold_Wing,Goldwing,88,0,0.999999756487122,0.0,1,150,== Musical compositions == | === Videos ===
