types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Black_nationalism,Black nationalism,588,39,1.0,0.0,9,15,== Biographical information == | === 1966–1980 ===
http://dbpedia.org/class/yago/WikicatPrejudices,http://dbpedia.org/resource/Black_nationalism,Black nationalism,588,39,1.0,0.0,9,15,== Biographical information == | === 1966–1980 ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Black_nationalism,Black nationalism,588,39,1.0,0.0,9,15,== Biographical information == | === 1966–1980 ===
http://dbpedia.org/class/yago/Attitude106193203,http://dbpedia.org/resource/Black_nationalism,Black nationalism,588,39,1.0,0.0,9,15,== Biographical information == | === 1966–1980 ===
http://dbpedia.org/class/yago/Bias106201908,http://dbpedia.org/resource/Black_nationalism,Black nationalism,588,39,1.0,0.0,9,15,== Biographical information == | === 1966–1980 ===
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/Black_nationalism,Black nationalism,588,39,1.0,0.0,9,15,== Biographical information == | === 1966–1980 ===
http://dbpedia.org/class/yago/Inclination106196584,http://dbpedia.org/resource/Black_nationalism,Black nationalism,588,39,1.0,0.0,9,15,== Biographical information == | === 1966–1980 ===
http://dbpedia.org/class/yago/Partiality106201136,http://dbpedia.org/resource/Black_nationalism,Black nationalism,588,39,1.0,0.0,9,15,== Biographical information == | === 1966–1980 ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Black_nationalism,Black nationalism,588,39,1.0,0.0,9,15,== Biographical information == | === 1966–1980 ===
