types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/TelevisionShow,http://dbpedia.org/resource/Ironman_Triathlon,Ironman Triathlon,1371,0,0.9825979365861822,0.0177102559857553,1,26,== Discography == | === Studio albums ===
http://dbpedia.org/class/yago/WikicatBrands,http://dbpedia.org/resource/Ironman_Triathlon,Ironman Triathlon,1371,0,0.9825979365861822,0.0177102559857553,1,26,== Discography == | === Studio albums ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Ironman_Triathlon,Ironman Triathlon,1371,0,0.9825979365861822,0.0177102559857553,1,26,== Discography == | === Studio albums ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Ironman_Triathlon,Ironman Triathlon,1371,0,0.9825979365861822,0.0177102559857553,1,26,== Discography == | === Studio albums ===
http://dbpedia.org/class/yago/Act100030358,http://dbpedia.org/resource/Ironman_Triathlon,Ironman Triathlon,1371,0,0.9825979365861822,0.0177102559857553,1,26,== Discography == | === Studio albums ===
http://dbpedia.org/class/yago/Activity100407535,http://dbpedia.org/resource/Ironman_Triathlon,Ironman Triathlon,1371,0,0.9825979365861822,0.0177102559857553,1,26,== Discography == | === Studio albums ===
http://dbpedia.org/class/yago/Contest107456188,http://dbpedia.org/resource/Ironman_Triathlon,Ironman Triathlon,1371,0,0.9825979365861822,0.0177102559857553,1,26,== Discography == | === Studio albums ===
http://dbpedia.org/class/yago/Diversion100426928,http://dbpedia.org/resource/Ironman_Triathlon,Ironman Triathlon,1371,0,0.9825979365861822,0.0177102559857553,1,26,== Discography == | === Studio albums ===
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/Ironman_Triathlon,Ironman Triathlon,1371,0,0.9825979365861822,0.0177102559857553,1,26,== Discography == | === Studio albums ===
http://dbpedia.org/class/yago/LanguageUnit106284225,http://dbpedia.org/resource/Ironman_Triathlon,Ironman Triathlon,1371,0,0.9825979365861822,0.0177102559857553,1,26,== Discography == | === Studio albums ===
http://dbpedia.org/class/yago/Name106333653,http://dbpedia.org/resource/Ironman_Triathlon,Ironman Triathlon,1371,0,0.9825979365861822,0.0177102559857553,1,26,== Discography == | === Studio albums ===
http://dbpedia.org/class/yago/Part113809207,http://dbpedia.org/resource/Ironman_Triathlon,Ironman Triathlon,1371,0,0.9825979365861822,0.0177102559857553,1,26,== Discography == | === Studio albums ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Ironman_Triathlon,Ironman Triathlon,1371,0,0.9825979365861822,0.0177102559857553,1,26,== Discography == | === Studio albums ===
http://dbpedia.org/class/yago/Relation100031921,http://dbpedia.org/resource/Ironman_Triathlon,Ironman Triathlon,1371,0,0.9825979365861822,0.0177102559857553,1,26,== Discography == | === Studio albums ===
http://dbpedia.org/class/yago/SocialEvent107288639,http://dbpedia.org/resource/Ironman_Triathlon,Ironman Triathlon,1371,0,0.9825979365861822,0.0177102559857553,1,26,== Discography == | === Studio albums ===
http://dbpedia.org/class/yago/Sport100523513,http://dbpedia.org/resource/Ironman_Triathlon,Ironman Triathlon,1371,0,0.9825979365861822,0.0177102559857553,1,26,== Discography == | === Studio albums ===
http://dbpedia.org/class/yago/TradeName106845599,http://dbpedia.org/resource/Ironman_Triathlon,Ironman Triathlon,1371,0,0.9825979365861822,0.0177102559857553,1,26,== Discography == | === Studio albums ===
http://dbpedia.org/class/yago/WikicatSportsCompetitions,http://dbpedia.org/resource/Ironman_Triathlon,Ironman Triathlon,1371,0,0.9825979365861822,0.0177102559857553,1,26,== Discography == | === Studio albums ===
http://dbpedia.org/class/yago/WikicatSportsInHawaii,http://dbpedia.org/resource/Ironman_Triathlon,Ironman Triathlon,1371,0,0.9825979365861822,0.0177102559857553,1,26,== Discography == | === Studio albums ===
http://dbpedia.org/class/yago/WikicatTriathlonCompetitions,http://dbpedia.org/resource/Ironman_Triathlon,Ironman Triathlon,1371,0,0.9825979365861822,0.0177102559857553,1,26,== Discography == | === Studio albums ===
