types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Sati_(Hindu_goddess),Dakshayani,701,79,0.9999999999205328,0.0,6,8,== Career == | === As actor ===
http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#Agent,http://dbpedia.org/resource/Sati_(Hindu_goddess),Dakshayani,701,79,0.9999999999205328,0.0,6,8,== Career == | === As actor ===
http://dbpedia.org/ontology/Agent,http://dbpedia.org/resource/Sati_(Hindu_goddess),Dakshayani,701,79,0.9999999999205328,0.0,6,8,== Career == | === As actor ===
http://www.wikidata.org/entity/Q24229398,http://dbpedia.org/resource/Sati_(Hindu_goddess),Dakshayani,701,79,0.9999999999205328,0.0,6,8,== Career == | === As actor ===
http://www.wikidata.org/entity/Q178885,http://dbpedia.org/resource/Sati_(Hindu_goddess),Dakshayani,701,79,0.9999999999205328,0.0,6,8,== Career == | === As actor ===
http://dbpedia.org/ontology/Deity,http://dbpedia.org/resource/Sati_(Hindu_goddess),Dakshayani,701,79,0.9999999999205328,0.0,6,8,== Career == | === As actor ===
