types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Finite_strain_theory,strain,327,24,0.4378294656091449,0.6807975933128876,12,60,== Musical style and performance == | === Vocal style ===
http://dbpedia.org/class/yago/Cognition100023271,http://dbpedia.org/resource/Finite_strain_theory,strain,327,24,0.4378294656091449,0.6807975933128876,12,60,== Musical style and performance == | === Vocal style ===
http://dbpedia.org/class/yago/Concept105835747,http://dbpedia.org/resource/Finite_strain_theory,strain,327,24,0.4378294656091449,0.6807975933128876,12,60,== Musical style and performance == | === Vocal style ===
http://dbpedia.org/class/yago/Content105809192,http://dbpedia.org/resource/Finite_strain_theory,strain,327,24,0.4378294656091449,0.6807975933128876,12,60,== Musical style and performance == | === Vocal style ===
http://dbpedia.org/class/yago/Fluid114939900,http://dbpedia.org/resource/Finite_strain_theory,strain,327,24,0.4378294656091449,0.6807975933128876,12,60,== Musical style and performance == | === Vocal style ===
http://dbpedia.org/class/yago/Idea105833840,http://dbpedia.org/resource/Finite_strain_theory,strain,327,24,0.4378294656091449,0.6807975933128876,12,60,== Musical style and performance == | === Vocal style ===
http://dbpedia.org/class/yago/Matter100020827,http://dbpedia.org/resource/Finite_strain_theory,strain,327,24,0.4378294656091449,0.6807975933128876,12,60,== Musical style and performance == | === Vocal style ===
http://dbpedia.org/class/yago/Part113809207,http://dbpedia.org/resource/Finite_strain_theory,strain,327,24,0.4378294656091449,0.6807975933128876,12,60,== Musical style and performance == | === Vocal style ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Finite_strain_theory,strain,327,24,0.4378294656091449,0.6807975933128876,12,60,== Musical style and performance == | === Vocal style ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Finite_strain_theory,strain,327,24,0.4378294656091449,0.6807975933128876,12,60,== Musical style and performance == | === Vocal style ===
http://dbpedia.org/class/yago/Quantity105855125,http://dbpedia.org/resource/Finite_strain_theory,strain,327,24,0.4378294656091449,0.6807975933128876,12,60,== Musical style and performance == | === Vocal style ===
http://dbpedia.org/class/yago/Relation100031921,http://dbpedia.org/resource/Finite_strain_theory,strain,327,24,0.4378294656091449,0.6807975933128876,12,60,== Musical style and performance == | === Vocal style ===
http://dbpedia.org/class/yago/Substance100019613,http://dbpedia.org/resource/Finite_strain_theory,strain,327,24,0.4378294656091449,0.6807975933128876,12,60,== Musical style and performance == | === Vocal style ===
http://dbpedia.org/class/yago/Tensor105864481,http://dbpedia.org/resource/Finite_strain_theory,strain,327,24,0.4378294656091449,0.6807975933128876,12,60,== Musical style and performance == | === Vocal style ===
http://dbpedia.org/class/yago/Variable105857459,http://dbpedia.org/resource/Finite_strain_theory,strain,327,24,0.4378294656091449,0.6807975933128876,12,60,== Musical style and performance == | === Vocal style ===
http://dbpedia.org/class/yago/WikicatNon-NewtonianFluids,http://dbpedia.org/resource/Finite_strain_theory,strain,327,24,0.4378294656091449,0.6807975933128876,12,60,== Musical style and performance == | === Vocal style ===
http://dbpedia.org/class/yago/WikicatTensors,http://dbpedia.org/resource/Finite_strain_theory,strain,327,24,0.4378294656091449,0.6807975933128876,12,60,== Musical style and performance == | === Vocal style ===
