types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/1992_United_States_presidential_election,1992 United States presidential election,1088,4,1.0,0.0,3,9,== Career == | === Anti-censorship efforts ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Susan_Baker,Susan Baker,22,129,0.9999999999918998,0.0,4,9,== Career == | === Anti-censorship efforts ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Drum_Major_Institute,Drum Major Institute,218,151,1.0,0.0,8,12,== Career == | === Post-Reprise ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Drum_Major_Institute,Drum Major Institute,218,151,1.0,0.0,8,12,== Career == | === Post-Reprise ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Drum_Major_Institute,Drum Major Institute,218,151,1.0,0.0,8,12,== Career == | === Post-Reprise ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Drum_Major_Institute,Drum Major Institute,218,151,1.0,0.0,8,12,== Career == | === Post-Reprise ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Drum_Major_Institute,Drum Major Institute,218,151,1.0,0.0,8,12,== Career == | === Post-Reprise ===
http://dbpedia.org/class/yago/Organization108008335,http://dbpedia.org/resource/Drum_Major_Institute,Drum Major Institute,218,151,1.0,0.0,8,12,== Career == | === Post-Reprise ===
http://dbpedia.org/class/yago/SocialGroup107950920,http://dbpedia.org/resource/Drum_Major_Institute,Drum Major Institute,218,151,1.0,0.0,8,12,== Career == | === Post-Reprise ===
http://dbpedia.org/class/yago/WikicatOrganizationsEstablishedIn1961,http://dbpedia.org/resource/Drum_Major_Institute,Drum Major Institute,218,151,1.0,0.0,8,12,== Career == | === Post-Reprise ===
