types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/WikicatAwardsByAgeOfRecipient,http://dbpedia.org/resource/Congressional_Award,Congressional Award,67,36,1.0,0.0,4,56,== Other activities == | === Philanthropy ===
http://dbpedia.org/ontology/Award,http://dbpedia.org/resource/Congressional_Award,Congressional Award,67,36,1.0,0.0,4,56,== Other activities == | === Philanthropy ===
http://dbpedia.org/class/yago/WikicatCivilAwardsAndDecorationsOfTheUnitedStates,http://dbpedia.org/resource/Congressional_Award,Congressional Award,67,36,1.0,0.0,4,56,== Other activities == | === Philanthropy ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Congressional_Award,Congressional Award,67,36,1.0,0.0,4,56,== Other activities == | === Philanthropy ===
http://dbpedia.org/class/yago/Award106696483,http://dbpedia.org/resource/Congressional_Award,Congressional Award,67,36,1.0,0.0,4,56,== Other activities == | === Philanthropy ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Congressional_Award,Congressional Award,67,36,1.0,0.0,4,56,== Other activities == | === Philanthropy ===
http://dbpedia.org/class/yago/Signal106791372,http://dbpedia.org/resource/Congressional_Award,Congressional Award,67,36,1.0,0.0,4,56,== Other activities == | === Philanthropy ===
http://dbpedia.org/class/yago/Symbol106806469,http://dbpedia.org/resource/Congressional_Award,Congressional Award,67,36,1.0,0.0,4,56,== Other activities == | === Philanthropy ===
