types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Exxon_Valdez_oil_spill,oil spill,383,56,0.9987782319035988,0.0012217720946241,5,11,== Career == | === Energy companies ===
http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,http://dbpedia.org/resource/Exxon_Valdez_oil_spill,oil spill,383,56,0.9987782319035988,0.0012217720946241,5,11,== Career == | === Energy companies ===
http://dbpedia.org/class/yago/WikicatDisastersInAlaska,http://dbpedia.org/resource/Exxon_Valdez_oil_spill,oil spill,383,56,0.9987782319035988,0.0012217720946241,5,11,== Career == | === Energy companies ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Exxon_Valdez_oil_spill,oil spill,383,56,0.9987782319035988,0.0012217720946241,5,11,== Career == | === Energy companies ===
http://dbpedia.org/class/yago/WikicatMaritimeIncidentsIn1989,http://dbpedia.org/resource/Exxon_Valdez_oil_spill,oil spill,383,56,0.9987782319035988,0.0012217720946241,5,11,== Career == | === Energy companies ===
http://dbpedia.org/class/yago/WikicatMaritimeIncidentsInTheUnitedStates,http://dbpedia.org/resource/Exxon_Valdez_oil_spill,oil spill,383,56,0.9987782319035988,0.0012217720946241,5,11,== Career == | === Energy companies ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Exxon_Valdez_oil_spill,oil spill,383,56,0.9987782319035988,0.0012217720946241,5,11,== Career == | === Energy companies ===
http://dbpedia.org/class/yago/Act100030358,http://dbpedia.org/resource/Exxon_Valdez_oil_spill,oil spill,383,56,0.9987782319035988,0.0012217720946241,5,11,== Career == | === Energy companies ===
http://dbpedia.org/class/yago/Calamity107314838,http://dbpedia.org/resource/Exxon_Valdez_oil_spill,oil spill,383,56,0.9987782319035988,0.0012217720946241,5,11,== Career == | === Energy companies ===
http://dbpedia.org/class/yago/Controversy107183151,http://dbpedia.org/resource/Exxon_Valdez_oil_spill,oil spill,383,56,0.9987782319035988,0.0012217720946241,5,11,== Career == | === Energy companies ===
http://dbpedia.org/class/yago/Disagreement107180787,http://dbpedia.org/resource/Exxon_Valdez_oil_spill,oil spill,383,56,0.9987782319035988,0.0012217720946241,5,11,== Career == | === Energy companies ===
http://dbpedia.org/class/yago/Dispute107181935,http://dbpedia.org/resource/Exxon_Valdez_oil_spill,oil spill,383,56,0.9987782319035988,0.0012217720946241,5,11,== Career == | === Energy companies ===
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/Exxon_Valdez_oil_spill,oil spill,383,56,0.9987782319035988,0.0012217720946241,5,11,== Career == | === Energy companies ===
http://dbpedia.org/class/yago/Happening107283608,http://dbpedia.org/resource/Exxon_Valdez_oil_spill,oil spill,383,56,0.9987782319035988,0.0012217720946241,5,11,== Career == | === Energy companies ===
http://dbpedia.org/class/yago/Incident107307477,http://dbpedia.org/resource/Exxon_Valdez_oil_spill,oil spill,383,56,0.9987782319035988,0.0012217720946241,5,11,== Career == | === Energy companies ===
http://dbpedia.org/class/yago/Misfortune107304852,http://dbpedia.org/resource/Exxon_Valdez_oil_spill,oil spill,383,56,0.9987782319035988,0.0012217720946241,5,11,== Career == | === Energy companies ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Exxon_Valdez_oil_spill,oil spill,383,56,0.9987782319035988,0.0012217720946241,5,11,== Career == | === Energy companies ===
http://dbpedia.org/class/yago/SpeechAct107160883,http://dbpedia.org/resource/Exxon_Valdez_oil_spill,oil spill,383,56,0.9987782319035988,0.0012217720946241,5,11,== Career == | === Energy companies ===
http://dbpedia.org/class/yago/Trouble107289014,http://dbpedia.org/resource/Exxon_Valdez_oil_spill,oil spill,383,56,0.9987782319035988,0.0012217720946241,5,11,== Career == | === Energy companies ===
http://dbpedia.org/class/yago/Wikicat1989Controversies,http://dbpedia.org/resource/Exxon_Valdez_oil_spill,oil spill,383,56,0.9987782319035988,0.0012217720946241,5,11,== Career == | === Energy companies ===
http://dbpedia.org/class/yago/Wikicat1989Disasters,http://dbpedia.org/resource/Exxon_Valdez_oil_spill,oil spill,383,56,0.9987782319035988,0.0012217720946241,5,11,== Career == | === Energy companies ===
http://dbpedia.org/class/yago/WikicatEnvironmentalDisastersInTheUnitedStates,http://dbpedia.org/resource/Exxon_Valdez_oil_spill,oil spill,383,56,0.9987782319035988,0.0012217720946241,5,11,== Career == | === Energy companies ===
http://dbpedia.org/class/yago/WikicatExxonMobilControversies,http://dbpedia.org/resource/Exxon_Valdez_oil_spill,oil spill,383,56,0.9987782319035988,0.0012217720946241,5,11,== Career == | === Energy companies ===
