types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Software,http://dbpedia.org/resource/PlayTape,PlayTape,9,245,1.0,0.0,11,3,== Biography == | === Early career ===
http://dbpedia.org/class/yago/WikicatDiscontinuedMediaFormats,http://dbpedia.org/resource/PlayTape,PlayTape,9,245,1.0,0.0,11,3,== Biography == | === Early career ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/PlayTape,PlayTape,9,245,1.0,0.0,11,3,== Biography == | === Early career ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/PlayTape,PlayTape,9,245,1.0,0.0,11,3,== Biography == | === Early career ===
http://dbpedia.org/class/yago/Format106636806,http://dbpedia.org/resource/PlayTape,PlayTape,9,245,1.0,0.0,11,3,== Biography == | === Early career ===
http://dbpedia.org/class/yago/Information106634376,http://dbpedia.org/resource/PlayTape,PlayTape,9,245,1.0,0.0,11,3,== Biography == | === Early career ===
http://dbpedia.org/class/yago/Message106598915,http://dbpedia.org/resource/PlayTape,PlayTape,9,245,1.0,0.0,11,3,== Biography == | === Early career ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/AVG_AntiVirus,AVG,120,12,0.492605238855487,0.5555322556901591,1,12,== Biography == | === Avant Garde Broadcasting ===
http://umbel.org/umbel/rc/SoftwareObject,http://dbpedia.org/resource/AVG_AntiVirus,AVG,120,12,0.492605238855487,0.5555322556901591,1,12,== Biography == | === Avant Garde Broadcasting ===
