types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Bando,Bando,66,0,0.8223857785447157,0.215970508386521,1,59,== Production credits == | === 2017 ===
http://dbpedia.org/class/yago/WikicatAsianMartialArts,http://dbpedia.org/resource/Bando,Bando,66,0,0.8223857785447157,0.215970508386521,1,59,== Production credits == | === 2017 ===
http://dbpedia.org/class/yago/WikicatBurmeseMartialArts,http://dbpedia.org/resource/Bando,Bando,66,0,0.8223857785447157,0.215970508386521,1,59,== Production credits == | === 2017 ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/Bando,Bando,66,0,0.8223857785447157,0.215970508386521,1,59,== Production credits == | === 2017 ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Bando,Bando,66,0,0.8223857785447157,0.215970508386521,1,59,== Production credits == | === 2017 ===
http://dbpedia.org/class/yago/Act100030358,http://dbpedia.org/resource/Bando,Bando,66,0,0.8223857785447157,0.215970508386521,1,59,== Production credits == | === 2017 ===
http://dbpedia.org/class/yago/Activity100407535,http://dbpedia.org/resource/Bando,Bando,66,0,0.8223857785447157,0.215970508386521,1,59,== Production credits == | === 2017 ===
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/Bando,Bando,66,0,0.8223857785447157,0.215970508386521,1,59,== Production credits == | === 2017 ===
http://dbpedia.org/class/yago/MartialArt100825443,http://dbpedia.org/resource/Bando,Bando,66,0,0.8223857785447157,0.215970508386521,1,59,== Production credits == | === 2017 ===
http://dbpedia.org/class/yago/Protection100817680,http://dbpedia.org/resource/Bando,Bando,66,0,0.8223857785447157,0.215970508386521,1,59,== Production credits == | === 2017 ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/Bando,Bando,66,0,0.8223857785447157,0.215970508386521,1,59,== Production credits == | === 2017 ===
http://dbpedia.org/class/yago/Self-defense100825192,http://dbpedia.org/resource/Bando,Bando,66,0,0.8223857785447157,0.215970508386521,1,59,== Production credits == | === 2017 ===
http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing,http://dbpedia.org/resource/WILX-TV,WILX,72,53,0.9999994132672912,0.0,1,104,== Production credits == | === 2014 ===
http://dbpedia.org/ontology/Station,http://dbpedia.org/resource/WILX-TV,WILX,72,53,0.9999994132672912,0.0,1,104,== Production credits == | === 2014 ===
http://dbpedia.org/class/yago/WikicatChannel10DigitalTVStationsInTheUnitedStates,http://dbpedia.org/resource/WILX-TV,WILX,72,53,0.9999994132672912,0.0,1,104,== Production credits == | === 2014 ===
http://dbpedia.org/class/yago/WikicatChannel10VirtualTVStationsInTheUnitedStates,http://dbpedia.org/resource/WILX-TV,WILX,72,53,0.9999994132672912,0.0,1,104,== Production credits == | === 2014 ===
http://dbpedia.org/class/yago/YagoGeoEntity,http://dbpedia.org/resource/WILX-TV,WILX,72,53,0.9999994132672912,0.0,1,104,== Production credits == | === 2014 ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/WILX-TV,WILX,72,53,0.9999994132672912,0.0,1,104,== Production credits == | === 2014 ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/WILX-TV,WILX,72,53,0.9999994132672912,0.0,1,104,== Production credits == | === 2014 ===
http://dbpedia.org/class/yago/BroadcastingStation102903405,http://dbpedia.org/resource/WILX-TV,WILX,72,53,0.9999994132672912,0.0,1,104,== Production credits == | === 2014 ===
http://dbpedia.org/class/yago/Channel103006398,http://dbpedia.org/resource/WILX-TV,WILX,72,53,0.9999994132672912,0.0,1,104,== Production credits == | === 2014 ===
http://dbpedia.org/class/yago/Facility103315023,http://dbpedia.org/resource/WILX-TV,WILX,72,53,0.9999994132672912,0.0,1,104,== Production credits == | === 2014 ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/WILX-TV,WILX,72,53,0.9999994132672912,0.0,1,104,== Production credits == | === 2014 ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/WILX-TV,WILX,72,53,0.9999994132672912,0.0,1,104,== Production credits == | === 2014 ===
http://dbpedia.org/class/yago/Station104306080,http://dbpedia.org/resource/WILX-TV,WILX,72,53,0.9999994132672912,0.0,1,104,== Production credits == | === 2014 ===
http://dbpedia.org/class/yago/TelevisionStation104406350,http://dbpedia.org/resource/WILX-TV,WILX,72,53,0.9999994132672912,0.0,1,104,== Production credits == | === 2014 ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/WILX-TV,WILX,72,53,0.9999994132672912,0.0,1,104,== Production credits == | === 2014 ===
http://dbpedia.org/class/yago/WikicatTelevisionChannelsAndStationsEstablishedIn1959,http://dbpedia.org/resource/WILX-TV,WILX,72,53,0.9999994132672912,0.0,1,104,== Production credits == | === 2014 ===
http://dbpedia.org/class/yago/WikicatTelevisionStationsInMichigan,http://dbpedia.org/resource/WILX-TV,WILX,72,53,0.9999994132672912,0.0,1,104,== Production credits == | === 2014 ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Kilobyte,KB,2228,32,0.5848709405326327,0.4081606600275966,1,127,== Production credits == | === 2012 ===
http://dbpedia.org/ontology/Software,http://dbpedia.org/resource/Kilobyte,KB,2228,32,0.5848709405326327,0.4081606600275966,1,127,== Production credits == | === 2012 ===
http://dbpedia.org/ontology/Disease,http://dbpedia.org/resource/Kilobyte,KB,2228,32,0.5848709405326327,0.4081606600275966,1,127,== Production credits == | === 2012 ===
