types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Folk_costume,folk dress,408,98,0.9999999999996874,0.0,0,9,== Biography == | === Concert tours ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Folk_costume,folk dress,408,98,0.9999999999996874,0.0,0,9,== Biography == | === Concert tours ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Folk_costume,folk dress,408,98,0.9999999999996874,0.0,0,9,== Biography == | === Concert tours ===
http://dbpedia.org/class/yago/WikicatNationalSymbols,http://dbpedia.org/resource/Folk_costume,folk dress,408,98,0.9999999999996874,0.0,0,9,== Biography == | === Concert tours ===
http://dbpedia.org/class/yago/Signal106791372,http://dbpedia.org/resource/Folk_costume,folk dress,408,98,0.9999999999996874,0.0,0,9,== Biography == | === Concert tours ===
http://dbpedia.org/class/yago/Symbol106806469,http://dbpedia.org/resource/Folk_costume,folk dress,408,98,0.9999999999996874,0.0,0,9,== Biography == | === Concert tours ===
