types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Cover_version,remake,11781,84,0.9463232593855386,0.0428043547171031,1,11,== Life and career == | === 21st century ===
http://dbpedia.org/ontology/MusicGenre,http://dbpedia.org/resource/Cover_version,remake,11781,84,0.9463232593855386,0.0428043547171031,1,11,== Life and career == | === 21st century ===
http://dbpedia.org/ontology/Album,http://dbpedia.org/resource/Cover_version,remake,11781,84,0.9463232593855386,0.0428043547171031,1,11,== Life and career == | === 21st century ===
