types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Vulture_fund,vulture fund,162,2,1.0,0.0,1,16,== Career == | === Vulture funds ===
http://dbpedia.org/ontology/Company,http://dbpedia.org/resource/Vulture_fund,vulture fund,162,2,1.0,0.0,1,16,== Career == | === Vulture funds ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Vulture_fund,vulture fund,162,2,1.0,0.0,1,16,== Career == | === Vulture funds ===
http://dbpedia.org/class/yago/Fund113358549,http://dbpedia.org/resource/Vulture_fund,vulture fund,162,2,1.0,0.0,1,16,== Career == | === Vulture funds ===
http://dbpedia.org/class/yago/Measure100033615,http://dbpedia.org/resource/Vulture_fund,vulture fund,162,2,1.0,0.0,1,16,== Career == | === Vulture funds ===
http://dbpedia.org/class/yago/MediumOfExchange113372961,http://dbpedia.org/resource/Vulture_fund,vulture fund,162,2,1.0,0.0,1,16,== Career == | === Vulture funds ===
http://dbpedia.org/class/yago/Money113384557,http://dbpedia.org/resource/Vulture_fund,vulture fund,162,2,1.0,0.0,1,16,== Career == | === Vulture funds ===
http://dbpedia.org/class/yago/Standard107260623,http://dbpedia.org/resource/Vulture_fund,vulture fund,162,2,1.0,0.0,1,16,== Career == | === Vulture funds ===
http://dbpedia.org/class/yago/SystemOfMeasurement113577171,http://dbpedia.org/resource/Vulture_fund,vulture fund,162,2,1.0,0.0,1,16,== Career == | === Vulture funds ===
http://dbpedia.org/class/yago/WikicatFunds,http://dbpedia.org/resource/Vulture_fund,vulture fund,162,2,1.0,0.0,1,16,== Career == | === Vulture funds ===
