types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Russian_mafia,Russian Mafia,709,229,1.0,0.0,0,19,== Career == | === Recent career ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/Russian_mafia,Russian Mafia,709,229,1.0,0.0,0,19,== Career == | === Recent career ===
http://dbpedia.org/class/yago/WikicatOrganisedCrimeGroupsInAustralia,http://dbpedia.org/resource/Russian_mafia,Russian Mafia,709,229,1.0,0.0,0,19,== Career == | === Recent career ===
http://dbpedia.org/class/yago/WikicatOrganizedCrimeGroups,http://dbpedia.org/resource/Russian_mafia,Russian Mafia,709,229,1.0,0.0,0,19,== Career == | === Recent career ===
http://dbpedia.org/class/yago/WikicatOrganizedCrimeGroupsInEurope,http://dbpedia.org/resource/Russian_mafia,Russian Mafia,709,229,1.0,0.0,0,19,== Career == | === Recent career ===
http://dbpedia.org/class/yago/WikicatOrganizedCrimeGroupsInRussia,http://dbpedia.org/resource/Russian_mafia,Russian Mafia,709,229,1.0,0.0,0,19,== Career == | === Recent career ===
http://dbpedia.org/class/yago/WikicatOrganizedCrimeGroupsInTheUnitedStates,http://dbpedia.org/resource/Russian_mafia,Russian Mafia,709,229,1.0,0.0,0,19,== Career == | === Recent career ===
http://dbpedia.org/class/yago/WikicatOrganizedCrimeGroupsInTheUnitedStatesByEthnicity,http://dbpedia.org/resource/Russian_mafia,Russian Mafia,709,229,1.0,0.0,0,19,== Career == | === Recent career ===
