types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/class/yago/Measure100033615,http://dbpedia.org/resource/Kumbaya_Festival,Kumbaya Festival,9,38,1.0,0.0,5,7,== Career == | === 1982–2003 ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Kumbaya_Festival,Kumbaya Festival,9,38,1.0,0.0,5,7,== Career == | === 1982–2003 ===
http://dbpedia.org/class/yago/Festival115162388,http://dbpedia.org/resource/Kumbaya_Festival,Kumbaya Festival,9,38,1.0,0.0,5,7,== Career == | === 1982–2003 ===
http://dbpedia.org/class/yago/FundamentalQuantity113575869,http://dbpedia.org/resource/Kumbaya_Festival,Kumbaya Festival,9,38,1.0,0.0,5,7,== Career == | === 1982–2003 ===
http://dbpedia.org/class/yago/WikicatMusicFestivalsInToronto,http://dbpedia.org/resource/Kumbaya_Festival,Kumbaya Festival,9,38,1.0,0.0,5,7,== Career == | === 1982–2003 ===
http://dbpedia.org/class/yago/TimePeriod115113229,http://dbpedia.org/resource/Kumbaya_Festival,Kumbaya Festival,9,38,1.0,0.0,5,7,== Career == | === 1982–2003 ===
http://dbpedia.org/ontology/Agent,http://dbpedia.org/resource/Kumbaya_Festival,Kumbaya Festival,9,38,1.0,0.0,5,7,== Career == | === 1982–2003 ===
