types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Emperor_Shizong_of_Jin,Dading,82,53,0.9976867072817074,0.0020444665664001,6,7,== Career == | === Acting career ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Emperor_Shizong_of_Jin,Dading,82,53,0.9976867072817074,0.0020444665664001,6,7,== Career == | === Acting career ===
http://dbpedia.org/class/yago/WikicatJinDynasty(1115–1234)Emperors,http://dbpedia.org/resource/Emperor_Shizong_of_Jin,Dading,82,53,0.9976867072817074,0.0020444665664001,6,7,== Career == | === Acting career ===
http://dbpedia.org/class/yago/WikicatJinDynasty(1115–1234)Politicians,http://dbpedia.org/resource/Emperor_Shizong_of_Jin,Dading,82,53,0.9976867072817074,0.0020444665664001,6,7,== Career == | === Acting career ===
http://dbpedia.org/class/yago/WikicatPoliticiansFromHarbin,http://dbpedia.org/resource/Emperor_Shizong_of_Jin,Dading,82,53,0.9976867072817074,0.0020444665664001,6,7,== Career == | === Acting career ===
http://dbpedia.org/class/yago/YagoLegalActor,http://dbpedia.org/resource/Emperor_Shizong_of_Jin,Dading,82,53,0.9976867072817074,0.0020444665664001,6,7,== Career == | === Acting career ===
http://dbpedia.org/class/yago/YagoLegalActorGeo,http://dbpedia.org/resource/Emperor_Shizong_of_Jin,Dading,82,53,0.9976867072817074,0.0020444665664001,6,7,== Career == | === Acting career ===
http://umbel.org/umbel/rc/RoyalFamily,http://dbpedia.org/resource/Emperor_Shizong_of_Jin,Dading,82,53,0.9976867072817074,0.0020444665664001,6,7,== Career == | === Acting career ===
http://dbpedia.org/class/yago/CausalAgent100007347,http://dbpedia.org/resource/Emperor_Shizong_of_Jin,Dading,82,53,0.9976867072817074,0.0020444665664001,6,7,== Career == | === Acting career ===
http://dbpedia.org/class/yago/Communicator109610660,http://dbpedia.org/resource/Emperor_Shizong_of_Jin,Dading,82,53,0.9976867072817074,0.0020444665664001,6,7,== Career == | === Acting career ===
http://dbpedia.org/class/yago/Emperor110053004,http://dbpedia.org/resource/Emperor_Shizong_of_Jin,Dading,82,53,0.9976867072817074,0.0020444665664001,6,7,== Career == | === Acting career ===
http://dbpedia.org/class/yago/HeadOfState110164747,http://dbpedia.org/resource/Emperor_Shizong_of_Jin,Dading,82,53,0.9976867072817074,0.0020444665664001,6,7,== Career == | === Acting career ===
http://dbpedia.org/class/yago/Leader109623038,http://dbpedia.org/resource/Emperor_Shizong_of_Jin,Dading,82,53,0.9976867072817074,0.0020444665664001,6,7,== Career == | === Acting career ===
http://dbpedia.org/class/yago/LivingThing100004258,http://dbpedia.org/resource/Emperor_Shizong_of_Jin,Dading,82,53,0.9976867072817074,0.0020444665664001,6,7,== Career == | === Acting career ===
http://dbpedia.org/class/yago/Negotiator110351874,http://dbpedia.org/resource/Emperor_Shizong_of_Jin,Dading,82,53,0.9976867072817074,0.0020444665664001,6,7,== Career == | === Acting career ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Emperor_Shizong_of_Jin,Dading,82,53,0.9976867072817074,0.0020444665664001,6,7,== Career == | === Acting career ===
http://dbpedia.org/class/yago/Organism100004475,http://dbpedia.org/resource/Emperor_Shizong_of_Jin,Dading,82,53,0.9976867072817074,0.0020444665664001,6,7,== Career == | === Acting career ===
http://dbpedia.org/class/yago/Person100007846,http://dbpedia.org/resource/Emperor_Shizong_of_Jin,Dading,82,53,0.9976867072817074,0.0020444665664001,6,7,== Career == | === Acting career ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Emperor_Shizong_of_Jin,Dading,82,53,0.9976867072817074,0.0020444665664001,6,7,== Career == | === Acting career ===
http://dbpedia.org/class/yago/Politician110450303,http://dbpedia.org/resource/Emperor_Shizong_of_Jin,Dading,82,53,0.9976867072817074,0.0020444665664001,6,7,== Career == | === Acting career ===
http://dbpedia.org/class/yago/Representative110522035,http://dbpedia.org/resource/Emperor_Shizong_of_Jin,Dading,82,53,0.9976867072817074,0.0020444665664001,6,7,== Career == | === Acting career ===
http://dbpedia.org/class/yago/Ruler110541229,http://dbpedia.org/resource/Emperor_Shizong_of_Jin,Dading,82,53,0.9976867072817074,0.0020444665664001,6,7,== Career == | === Acting career ===
http://dbpedia.org/class/yago/Sovereign110628644,http://dbpedia.org/resource/Emperor_Shizong_of_Jin,Dading,82,53,0.9976867072817074,0.0020444665664001,6,7,== Career == | === Acting career ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Emperor_Shizong_of_Jin,Dading,82,53,0.9976867072817074,0.0020444665664001,6,7,== Career == | === Acting career ===
http://dbpedia.org/class/yago/Wikicat12th-centuryChineseMonarchs,http://dbpedia.org/resource/Emperor_Shizong_of_Jin,Dading,82,53,0.9976867072817074,0.0020444665664001,6,7,== Career == | === Acting career ===
http://dbpedia.org/class/yago/WikicatPeopleFromHarbin,http://dbpedia.org/resource/Emperor_Shizong_of_Jin,Dading,82,53,0.9976867072817074,0.0020444665664001,6,7,== Career == | === Acting career ===
