types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Das_Opfer_(Zillig),das Opfer,5,49,0.9999970008260062,0.0,2,4,== Life == | === Early life ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/People's_Court_(Germany),Volksgerichtshof,270,144,0.9963556977295914,0.0,0,11,== Life == | === Nazi era ===
http://dbpedia.org/class/yago/WikicatCourtsInGermany,http://dbpedia.org/resource/People's_Court_(Germany),Volksgerichtshof,270,144,0.9963556977295914,0.0,0,11,== Life == | === Nazi era ===
http://dbpedia.org/class/yago/WikicatDefunctCourts,http://dbpedia.org/resource/People's_Court_(Germany),Volksgerichtshof,270,144,0.9963556977295914,0.0,0,11,== Life == | === Nazi era ===
http://dbpedia.org/class/yago/YagoPermanentlyLocatedEntity,http://dbpedia.org/resource/People's_Court_(Germany),Volksgerichtshof,270,144,0.9963556977295914,0.0,0,11,== Life == | === Nazi era ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/People's_Court_(Germany),Volksgerichtshof,270,144,0.9963556977295914,0.0,0,11,== Life == | === Nazi era ===
http://dbpedia.org/class/yago/Act100030358,http://dbpedia.org/resource/People's_Court_(Germany),Volksgerichtshof,270,144,0.9963556977295914,0.0,0,11,== Life == | === Nazi era ===
http://dbpedia.org/class/yago/Activity100407535,http://dbpedia.org/resource/People's_Court_(Germany),Volksgerichtshof,270,144,0.9963556977295914,0.0,0,11,== Life == | === Nazi era ===
http://dbpedia.org/class/yago/Assembly108163792,http://dbpedia.org/resource/People's_Court_(Germany),Volksgerichtshof,270,144,0.9963556977295914,0.0,0,11,== Life == | === Nazi era ===
http://dbpedia.org/class/yago/Attempt100786195,http://dbpedia.org/resource/People's_Court_(Germany),Volksgerichtshof,270,144,0.9963556977295914,0.0,0,11,== Life == | === Nazi era ===
http://dbpedia.org/class/yago/Court108329453,http://dbpedia.org/resource/People's_Court_(Germany),Volksgerichtshof,270,144,0.9963556977295914,0.0,0,11,== Life == | === Nazi era ===
http://dbpedia.org/class/yago/Event100029378,http://dbpedia.org/resource/People's_Court_(Germany),Volksgerichtshof,270,144,0.9963556977295914,0.0,0,11,== Life == | === Nazi era ===
http://dbpedia.org/class/yago/Gathering107975026,http://dbpedia.org/resource/People's_Court_(Germany),Volksgerichtshof,270,144,0.9963556977295914,0.0,0,11,== Life == | === Nazi era ===
http://dbpedia.org/class/yago/Group100031264,http://dbpedia.org/resource/People's_Court_(Germany),Volksgerichtshof,270,144,0.9963556977295914,0.0,0,11,== Life == | === Nazi era ===
http://dbpedia.org/class/yago/PsychologicalFeature100023100,http://dbpedia.org/resource/People's_Court_(Germany),Volksgerichtshof,270,144,0.9963556977295914,0.0,0,11,== Life == | === Nazi era ===
http://dbpedia.org/class/yago/SocialGroup107950920,http://dbpedia.org/resource/People's_Court_(Germany),Volksgerichtshof,270,144,0.9963556977295914,0.0,0,11,== Life == | === Nazi era ===
http://dbpedia.org/class/yago/Test100791078,http://dbpedia.org/resource/People's_Court_(Germany),Volksgerichtshof,270,144,0.9963556977295914,0.0,0,11,== Life == | === Nazi era ===
http://dbpedia.org/class/yago/WikicatTrialsOfPoliticalPeople,http://dbpedia.org/resource/People's_Court_(Germany),Volksgerichtshof,270,144,0.9963556977295914,0.0,0,11,== Life == | === Nazi era ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Antigonae,Antigonae,39,31,1.0,0.0,0,15,== Life == | === After World War II ===
http://dbpedia.org/class/yago/Abstraction100002137,http://dbpedia.org/resource/Antigonae,Antigonae,39,31,1.0,0.0,0,15,== Life == | === After World War II ===
http://dbpedia.org/class/yago/AuditoryCommunication107109019,http://dbpedia.org/resource/Antigonae,Antigonae,39,31,1.0,0.0,0,15,== Life == | === After World War II ===
http://dbpedia.org/class/yago/ClassicalMusic107025900,http://dbpedia.org/resource/Antigonae,Antigonae,39,31,1.0,0.0,0,15,== Life == | === After World War II ===
http://dbpedia.org/class/yago/Communication100033020,http://dbpedia.org/resource/Antigonae,Antigonae,39,31,1.0,0.0,0,15,== Life == | === After World War II ===
http://dbpedia.org/class/yago/ExpressiveStyle107066659,http://dbpedia.org/resource/Antigonae,Antigonae,39,31,1.0,0.0,0,15,== Life == | === After World War II ===
http://dbpedia.org/class/yago/Music107020895,http://dbpedia.org/resource/Antigonae,Antigonae,39,31,1.0,0.0,0,15,== Life == | === After World War II ===
http://dbpedia.org/class/yago/MusicGenre107071942,http://dbpedia.org/resource/Antigonae,Antigonae,39,31,1.0,0.0,0,15,== Life == | === After World War II ===
http://dbpedia.org/class/yago/Opera107026352,http://dbpedia.org/resource/Antigonae,Antigonae,39,31,1.0,0.0,0,15,== Life == | === After World War II ===
http://dbpedia.org/class/yago/Wikicat1949Operas,http://dbpedia.org/resource/Antigonae,Antigonae,39,31,1.0,0.0,0,15,== Life == | === After World War II ===
http://dbpedia.org/class/yago/Wikicat20th-centuryOperas,http://dbpedia.org/resource/Antigonae,Antigonae,39,31,1.0,0.0,0,15,== Life == | === After World War II ===
http://dbpedia.org/class/yago/WikicatGerman-languageOperas,http://dbpedia.org/resource/Antigonae,Antigonae,39,31,1.0,0.0,0,15,== Life == | === After World War II ===
http://dbpedia.org/class/yago/WikicatOperas,http://dbpedia.org/resource/Antigonae,Antigonae,39,31,1.0,0.0,0,15,== Life == | === After World War II ===
http://dbpedia.org/class/yago/WikicatOperasBasedOnGreco-RomanMythology,http://dbpedia.org/resource/Antigonae,Antigonae,39,31,1.0,0.0,0,15,== Life == | === After World War II ===
http://dbpedia.org/class/yago/WikicatOperasByCarlOrff,http://dbpedia.org/resource/Antigonae,Antigonae,39,31,1.0,0.0,0,15,== Life == | === After World War II ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Luise_Rinser,Luise Rinser,23,105,1.0,0.0,1,17,== Life == | === Personal life ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Luise_Rinser,Luise Rinser,23,105,1.0,0.0,1,17,== Life == | === Personal life ===
http://dbpedia.org/class/yago/WikicatHeinrichMannPrizeWinners,http://dbpedia.org/resource/Luise_Rinser,Luise Rinser,23,105,1.0,0.0,1,17,== Life == | === Personal life ===
http://dbpedia.org/class/yago/WikicatPeopleFromLandsberg(district),http://dbpedia.org/resource/Luise_Rinser,Luise Rinser,23,105,1.0,0.0,1,17,== Life == | === Personal life ===
http://dbpedia.org/class/yago/WikicatPeopleFromMunich,http://dbpedia.org/resource/Luise_Rinser,Luise Rinser,23,105,1.0,0.0,1,17,== Life == | === Personal life ===
http://dbpedia.org/class/yago/WikicatWomen,http://dbpedia.org/resource/Luise_Rinser,Luise Rinser,23,105,1.0,0.0,1,17,== Life == | === Personal life ===
http://dbpedia.org/class/yago/WikicatWriters,http://dbpedia.org/resource/Luise_Rinser,Luise Rinser,23,105,1.0,0.0,1,17,== Life == | === Personal life ===
http://dbpedia.org/class/yago/Winner110782791,http://dbpedia.org/resource/Luise_Rinser,Luise Rinser,23,105,1.0,0.0,1,17,== Life == | === Personal life ===
http://dbpedia.org/class/yago/Woman110787470,http://dbpedia.org/resource/Luise_Rinser,Luise Rinser,23,105,1.0,0.0,1,17,== Life == | === Personal life ===
http://dbpedia.org/class/yago/Writer110794014,http://dbpedia.org/resource/Luise_Rinser,Luise Rinser,23,105,1.0,0.0,1,17,== Life == | === Personal life ===
