types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Brian_Tyler,Madsonik,246,63,0.9999999950398432,0.0,1,13,== Career == | === 2015 ===
http://dbpedia.org/ontology/MusicalArtist,http://dbpedia.org/resource/Brian_Tyler,Madsonik,246,63,0.9999999950398432,0.0,1,13,== Career == | === 2015 ===
http://umbel.org/umbel/rc/MusicalPerformer,http://dbpedia.org/resource/Brian_Tyler,Madsonik,246,63,0.9999999950398432,0.0,1,13,== Career == | === 2015 ===
