types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Hurry_Up_This_Way_Again,Hurry Up This Way Again,5,17,1.0,0.0,0,16,== Discography == | === Writer ===
http://dbpedia.org/ontology/Single,http://dbpedia.org/resource/Hurry_Up_This_Way_Again,Hurry Up This Way Again,5,17,1.0,0.0,0,16,== Discography == | === Writer ===
http://dbpedia.org/class/yago/Artifact100021939,http://dbpedia.org/resource/Hurry_Up_This_Way_Again,Hurry Up This Way Again,5,17,1.0,0.0,0,16,== Discography == | === Writer ===
http://dbpedia.org/class/yago/Instrumentality103575240,http://dbpedia.org/resource/Hurry_Up_This_Way_Again,Hurry Up This Way Again,5,17,1.0,0.0,0,16,== Discography == | === Writer ===
http://dbpedia.org/class/yago/Medium106254669,http://dbpedia.org/resource/Hurry_Up_This_Way_Again,Hurry Up This Way Again,5,17,1.0,0.0,0,16,== Discography == | === Writer ===
http://dbpedia.org/class/yago/Object100002684,http://dbpedia.org/resource/Hurry_Up_This_Way_Again,Hurry Up This Way Again,5,17,1.0,0.0,0,16,== Discography == | === Writer ===
http://dbpedia.org/class/yago/PhysicalEntity100001930,http://dbpedia.org/resource/Hurry_Up_This_Way_Again,Hurry Up This Way Again,5,17,1.0,0.0,0,16,== Discography == | === Writer ===
http://dbpedia.org/class/yago/Whole100003553,http://dbpedia.org/resource/Hurry_Up_This_Way_Again,Hurry Up This Way Again,5,17,1.0,0.0,0,16,== Discography == | === Writer ===
http://dbpedia.org/class/yago/Wikicat1980Singles,http://dbpedia.org/resource/Hurry_Up_This_Way_Again,Hurry Up This Way Again,5,17,1.0,0.0,0,16,== Discography == | === Writer ===
http://dbpedia.org/ontology/Person,http://dbpedia.org/resource/Lois_Lee,Children Of The Night,8,14,0.8917411177305791,0.0996588873555671,0,47,== Discography == | === Vocalist ===
