types,URI,entity,support,offset,similarityScore,percentageOfSecondRank,sentenceIndex,paragraphIndex,section
http://dbpedia.org/ontology/Grape,http://dbpedia.org/resource/Sweatpants,Sweatpants,87,5,0.9999972193948428,2.3808955317928024e-06,0,17,== Discography == | === Studio albums ===
http://dbpedia.org/ontology/Book,http://dbpedia.org/resource/Garbology,Garbology,18,0,0.9999999999930368,0.0,0,20,== Discography == | === Studio albums ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Drawbridge,Drawbridge,848,129,0.9999999984838724,7.980680813837444e-10,0,41,== Discography == | === Productions ===
http://dbpedia.org/ontology/Bridge,http://dbpedia.org/resource/Drawbridge,Drawbridge,848,129,0.9999999984838724,7.980680813837444e-10,0,41,== Discography == | === Productions ===
http://www.w3.org/2002/07/owl#Thing,http://dbpedia.org/resource/Suzerainty,Suzerain,1412,48,0.9999994237974716,0.0,0,69,== Discography == | === Productions ===
http://dbpedia.org/ontology/ProgrammingLanguage,http://dbpedia.org/resource/Suzerainty,Suzerain,1412,48,0.9999994237974716,0.0,0,69,== Discography == | === Productions ===
